CustomerID,FirstTransactionMonth,FirstTransactionDate
13320.0,2011-05-01,2011-05-10
13321.0,2011-09-01,2011-09-14
13322.0,2011-11-01,2011-11-22
13323.0,2011-09-01,2011-09-16
13324.0,2010-12-01,2010-12-14
13325.0,2011-09-01,2011-09-19
13327.0,2010-12-01,2010-12-09
13328.0,2011-01-01,2011-01-27
13329.0,2010-12-01,2010-12-08
13330.0,2011-01-01,2011-01-28
13332.0,2011-11-01,2011-11-25
13334.0,2011-02-01,2011-02-07
13336.0,2011-09-01,2011-09-23
13338.0,2011-07-01,2011-07-05
13339.0,2011-05-01,2011-05-23
13340.0,2011-03-01,2011-03-08
13341.0,2011-03-01,2011-03-24
13343.0,2011-06-01,2011-06-15
13344.0,2011-03-01,2011-03-07
13345.0,2011-02-01,2011-02-25
13347.0,2011-09-01,2011-09-30
13348.0,2011-10-01,2011-10-06
13349.0,2011-11-01,2011-11-29
13350.0,2011-09-01,2011-09-21
13351.0,2011-10-01,2011-10-04
13352.0,2011-10-01,2011-10-10
13354.0,2011-09-01,2011-09-29
13355.0,2011-08-01,2011-08-09
13356.0,2011-09-01,2011-09-20
13357.0,2011-03-01,2011-03-27
13358.0,2011-03-01,2011-03-16
13359.0,2011-10-01,2011-10-07
13362.0,2011-02-01,2011-02-25
13363.0,2011-10-01,2011-10-27
13364.0,2011-09-01,2011-09-29
13365.0,2011-05-01,2011-05-06
13366.0,2011-10-01,2011-10-20
13368.0,2011-01-01,2011-01-06
13369.0,2010-12-01,2010-12-09
13370.0,2010-12-01,2010-12-03
13372.0,2011-09-01,2011-09-11
13373.0,2011-03-01,2011-03-08
13375.0,2011-09-01,2011-09-12
13376.0,2011-04-01,2011-04-19
13379.0,2011-07-01,2011-07-26
13381.0,2011-02-01,2011-02-14
13382.0,2011-03-01,2011-03-04
13384.0,2011-06-01,2011-06-14
13385.0,2011-01-01,2011-01-14
13388.0,2011-07-01,2011-07-31
13389.0,2011-04-01,2011-04-21
13390.0,2011-09-01,2011-09-26
13391.0,2011-05-01,2011-05-20
13394.0,2011-02-01,2011-02-03
13395.0,2011-06-01,2011-06-07
13396.0,2011-01-01,2011-01-24
13397.0,2011-01-01,2011-01-04
13398.0,2011-05-01,2011-05-31
13402.0,2010-12-01,2010-12-02
13403.0,2011-11-01,2011-11-22
13404.0,2011-05-01,2011-05-11
13405.0,2011-01-01,2011-01-26
13408.0,2010-12-01,2010-12-01
13410.0,2011-02-01,2011-02-21
13411.0,2011-08-01,2011-08-24
13414.0,2011-02-01,2011-02-16
13416.0,2011-09-01,2011-09-19
13417.0,2011-05-01,2011-05-18
13418.0,2010-12-01,2010-12-02
13419.0,2011-10-01,2011-10-07
13420.0,2011-06-01,2011-06-22
13421.0,2011-02-01,2011-02-22
13422.0,2011-10-01,2011-10-06
13425.0,2011-02-01,2011-02-18
13426.0,2010-12-01,2010-12-15
13427.0,2011-05-01,2011-05-08
13428.0,2011-11-01,2011-11-29
13429.0,2011-09-01,2011-09-25
13430.0,2011-09-01,2011-09-14
13431.0,2011-09-01,2011-09-12
13434.0,2011-09-01,2011-09-04
13435.0,2011-06-01,2011-06-03
13436.0,2011-12-01,2011-12-08
13437.0,2011-06-01,2011-06-02
13439.0,2011-03-01,2011-03-29
13441.0,2011-09-01,2011-09-09
13447.0,2011-11-01,2011-11-04
13448.0,2010-12-01,2010-12-01
13449.0,2011-11-01,2011-11-16
13450.0,2011-05-01,2011-05-05
13451.0,2011-01-01,2011-01-09
13452.0,2011-03-01,2011-03-14
13453.0,2011-02-01,2011-02-23
13455.0,2010-12-01,2010-12-08
13456.0,2011-05-01,2011-05-16
13458.0,2010-12-01,2010-12-15
13460.0,2011-10-01,2011-10-21
13461.0,2011-06-01,2011-06-29
13462.0,2011-04-01,2011-04-01
13464.0,2011-10-01,2011-10-12
13466.0,2011-06-01,2011-06-08
13467.0,2011-11-01,2011-11-03
13468.0,2010-12-01,2010-12-01
13470.0,2011-08-01,2011-08-16
13471.0,2011-10-01,2011-10-23
13473.0,2011-01-01,2011-01-11
13474.0,2011-04-01,2011-04-17
13475.0,2011-02-01,2011-02-14
13476.0,2011-03-01,2011-03-03
13477.0,2011-02-01,2011-02-21
13479.0,2011-04-01,2011-04-19
13481.0,2011-03-01,2011-03-28
13482.0,2011-04-01,2011-04-21
13483.0,2011-10-01,2011-10-05
13484.0,2011-04-01,2011-04-12
13485.0,2011-04-01,2011-04-20
13486.0,2011-07-01,2011-07-07
13487.0,2010-12-01,2010-12-21
13488.0,2010-12-01,2010-12-07
13489.0,2011-02-01,2011-02-18
13491.0,2010-12-01,2010-12-02
13492.0,2011-05-01,2011-05-09
13493.0,2011-02-01,2011-02-25
13494.0,2011-02-01,2011-02-01
13495.0,2010-12-01,2010-12-06
13496.0,2010-12-01,2010-12-15
13497.0,2010-12-01,2010-12-06
13499.0,2011-03-01,2011-03-15
13500.0,2011-08-01,2011-08-09
13501.0,2011-02-01,2011-02-24
13502.0,2011-01-01,2011-01-20
13503.0,2011-09-01,2011-09-29
13504.0,2011-10-01,2011-10-06
13505.0,2011-04-01,2011-04-21
13506.0,2010-12-01,2010-12-05
13507.0,2011-07-01,2011-07-17
13508.0,2011-04-01,2011-04-10
13509.0,2011-02-01,2011-02-28
13510.0,2011-06-01,2011-06-09
13512.0,2011-03-01,2011-03-24
13513.0,2011-08-01,2011-08-05
13514.0,2011-09-01,2011-09-27
13515.0,2011-04-01,2011-04-06
13516.0,2011-04-01,2011-04-15
13517.0,2011-06-01,2011-06-13
13518.0,2011-09-01,2011-09-15
13519.0,2011-09-01,2011-09-22
13520.0,2010-12-01,2010-12-03
13521.0,2011-11-01,2011-11-29
13522.0,2011-11-01,2011-11-09
13523.0,2010-12-01,2010-12-08
13524.0,2011-05-01,2011-05-04
13525.0,2011-04-01,2011-04-05
13527.0,2011-01-01,2011-01-17
13529.0,2011-05-01,2011-05-19
13531.0,2010-12-01,2010-12-08
13532.0,2011-11-01,2011-11-06
13533.0,2011-03-01,2011-03-17
13534.0,2010-12-01,2010-12-16
13536.0,2011-09-01,2011-09-25
13538.0,2011-01-01,2011-01-28
13539.0,2011-02-01,2011-02-03
13544.0,2011-04-01,2011-04-13
13546.0,2011-05-01,2011-05-23
13548.0,2011-04-01,2011-04-10
13549.0,2011-04-01,2011-04-11
13551.0,2011-01-01,2011-01-24
13552.0,2011-01-01,2011-01-28
13555.0,2011-05-01,2011-05-22
13557.0,2011-03-01,2011-03-04
13558.0,2011-10-01,2011-10-02
13560.0,2011-12-01,2011-12-02
13561.0,2011-05-01,2011-05-08
13562.0,2011-04-01,2011-04-08
13563.0,2011-07-01,2011-07-22
13564.0,2010-12-01,2010-12-06
13565.0,2011-01-01,2011-01-09
13566.0,2011-09-01,2011-09-18
13568.0,2011-06-01,2011-06-19
13569.0,2010-12-01,2010-12-07
13570.0,2011-04-01,2011-04-10
13571.0,2011-03-01,2011-03-31
13572.0,2011-05-01,2011-05-18
13573.0,2011-03-01,2011-03-31
13575.0,2011-06-01,2011-06-16
13576.0,2010-12-01,2010-12-01
13577.0,2011-04-01,2011-04-12
13579.0,2010-12-01,2010-12-05
13581.0,2011-02-01,2011-02-03
13583.0,2011-07-01,2011-07-07
13584.0,2011-02-01,2011-02-06
13587.0,2011-10-01,2011-10-07
13588.0,2011-03-01,2011-03-29
13589.0,2011-06-01,2011-06-13
13590.0,2011-02-01,2011-02-09
13591.0,2011-03-01,2011-03-18
13592.0,2011-03-01,2011-03-20
13593.0,2011-01-01,2011-01-07
13594.0,2011-10-01,2011-10-18
13596.0,2011-11-01,2011-11-27
13598.0,2011-10-01,2011-10-23
13599.0,2010-12-01,2010-12-08
13600.0,2011-01-01,2011-01-31
13601.0,2011-05-01,2011-05-12
13602.0,2011-10-01,2011-10-06
13603.0,2011-11-01,2011-11-13
13606.0,2011-02-01,2011-02-01
13607.0,2011-10-01,2011-10-30
13610.0,2011-02-01,2011-02-27
13611.0,2010-12-01,2010-12-15
13614.0,2011-01-01,2011-01-13
13615.0,2011-01-01,2011-01-25
13617.0,2011-06-01,2011-06-12
13618.0,2011-06-01,2011-06-19
13621.0,2011-08-01,2011-08-15
13623.0,2011-02-01,2011-02-15
13626.0,2011-04-01,2011-04-01
13627.0,2010-12-01,2010-12-17
13629.0,2011-01-01,2011-01-05
13630.0,2011-02-01,2011-02-27
13631.0,2011-03-01,2011-03-17
13632.0,2011-04-01,2011-04-10
13634.0,2011-01-01,2011-01-16
13635.0,2011-10-01,2011-10-03
13636.0,2011-02-01,2011-02-27
13637.0,2011-04-01,2011-04-27
13638.0,2011-11-01,2011-11-24
13639.0,2011-09-01,2011-09-26
13642.0,2011-05-01,2011-05-08
13643.0,2011-06-01,2011-06-07
13644.0,2011-08-01,2011-08-26
13645.0,2011-08-01,2011-08-11
13647.0,2011-04-01,2011-04-19
13649.0,2010-12-01,2010-12-08
13650.0,2011-03-01,2011-03-17
13651.0,2011-10-01,2011-10-31
13652.0,2010-12-01,2010-12-06
13654.0,2011-03-01,2011-03-11
13655.0,2011-04-01,2011-04-12
13656.0,2011-01-01,2011-01-06
13657.0,2011-05-01,2011-05-22
13658.0,2011-05-01,2011-05-19
13659.0,2011-01-01,2011-01-23
13662.0,2011-03-01,2011-03-25
13663.0,2011-06-01,2011-06-13
13666.0,2011-02-01,2011-02-25
13667.0,2011-07-01,2011-07-13
13668.0,2010-12-01,2010-12-12
13669.0,2011-07-01,2011-07-13
13670.0,2011-09-01,2011-09-25
13672.0,2011-01-01,2011-01-11
13673.0,2011-11-01,2011-11-07
13675.0,2011-02-01,2011-02-28
13678.0,2011-07-01,2011-07-11
13680.0,2011-01-01,2011-01-04
13681.0,2011-07-01,2011-07-07
13682.0,2011-06-01,2011-06-05
13684.0,2011-02-01,2011-02-27
13685.0,2011-10-01,2011-10-10
13686.0,2011-06-01,2011-06-10
13689.0,2011-10-01,2011-10-07
13690.0,2011-10-01,2011-10-11
13692.0,2011-04-01,2011-04-17
13694.0,2010-12-01,2010-12-01
13695.0,2011-03-01,2011-03-25
13697.0,2011-11-01,2011-11-01
13699.0,2011-07-01,2011-07-07
13700.0,2011-01-01,2011-01-16
13703.0,2011-01-01,2011-01-25
13704.0,2011-09-01,2011-09-12
13705.0,2010-12-01,2010-12-01
13706.0,2011-02-01,2011-02-10
13707.0,2011-01-01,2011-01-28
13708.0,2011-03-01,2011-03-13
13709.0,2011-01-01,2011-01-28
13710.0,2011-11-01,2011-11-08
13711.0,2011-05-01,2011-05-05
13712.0,2011-04-01,2011-04-07
13715.0,2010-12-01,2010-12-02
13716.0,2011-03-01,2011-03-15
13717.0,2011-02-01,2011-02-14
13718.0,2011-02-01,2011-02-17
13719.0,2011-04-01,2011-04-19
13720.0,2011-03-01,2011-03-30
13721.0,2011-11-01,2011-11-03
13722.0,2011-03-01,2011-03-02
13723.0,2011-05-01,2011-05-06
13725.0,2011-02-01,2011-02-04
13726.0,2011-08-01,2011-08-31
13727.0,2011-11-01,2011-11-06
13728.0,2011-02-01,2011-02-02
13730.0,2011-07-01,2011-07-01
13731.0,2011-04-01,2011-04-07
13732.0,2011-11-01,2011-11-11
13735.0,2011-04-01,2011-04-19
13736.0,2011-03-01,2011-03-24
13737.0,2011-05-01,2011-05-23
13739.0,2011-11-01,2011-11-21
13740.0,2011-04-01,2011-04-13
13741.0,2011-05-01,2011-05-06
13742.0,2011-01-01,2011-01-23
13743.0,2011-03-01,2011-03-25
13744.0,2011-02-01,2011-02-20
13745.0,2011-06-01,2011-06-30
13747.0,2010-12-01,2010-12-01
13748.0,2010-12-01,2010-12-01
13750.0,2011-01-01,2011-01-07
13751.0,2011-02-01,2011-02-24
13752.0,2011-04-01,2011-04-07
13753.0,2011-02-01,2011-02-25
13754.0,2011-01-01,2011-01-26
13755.0,2011-10-01,2011-10-07
13756.0,2010-12-01,2010-12-07
13758.0,2010-12-01,2010-12-01
13759.0,2011-09-01,2011-09-29
13760.0,2011-03-01,2011-03-28
13761.0,2011-06-01,2011-06-13
13762.0,2011-05-01,2011-05-05
13763.0,2011-10-01,2011-10-07
13764.0,2011-01-01,2011-01-06
13767.0,2010-12-01,2010-12-01
13769.0,2010-12-01,2010-12-07
13771.0,2011-04-01,2011-04-06
13772.0,2011-04-01,2011-04-14
13774.0,2011-09-01,2011-09-19
13777.0,2010-12-01,2010-12-01
13778.0,2011-08-01,2011-08-28
13780.0,2011-06-01,2011-06-22
13781.0,2011-04-01,2011-04-03
13782.0,2011-01-01,2011-01-16
13784.0,2011-01-01,2011-01-11
13786.0,2010-12-01,2010-12-07
13787.0,2010-12-01,2010-12-10
13790.0,2011-12-01,2011-12-05
13791.0,2011-06-01,2011-06-24
13792.0,2011-02-01,2011-02-25
13798.0,2010-12-01,2010-12-02
13799.0,2011-02-01,2011-02-18
13800.0,2011-02-01,2011-02-03
13801.0,2011-10-01,2011-10-04
13802.0,2011-02-01,2011-02-01
13803.0,2011-03-01,2011-03-29
13804.0,2011-02-01,2011-02-23
13805.0,2011-08-01,2011-08-02
13806.0,2011-10-01,2011-10-07
13807.0,2010-12-01,2010-12-07
13808.0,2011-09-01,2011-09-04
13809.0,2011-02-01,2011-02-07
13810.0,2011-10-01,2011-10-14
13811.0,2011-04-01,2011-04-14
13812.0,2011-08-01,2011-08-26
13813.0,2011-07-01,2011-07-28
13814.0,2011-07-01,2011-07-25
13815.0,2011-01-01,2011-01-25
13816.0,2011-10-01,2011-10-06
13817.0,2010-12-01,2010-12-23
13819.0,2011-01-01,2011-01-24
13821.0,2011-03-01,2011-03-23
13822.0,2011-10-01,2011-10-30
13823.0,2011-09-01,2011-09-09
13824.0,2011-02-01,2011-02-02
13826.0,2011-06-01,2011-06-16
13827.0,2011-07-01,2011-07-19
13828.0,2011-11-01,2011-11-17
13831.0,2010-12-01,2010-12-05
13832.0,2011-11-01,2011-11-20
13833.0,2011-07-01,2011-07-03
13835.0,2011-05-01,2011-05-08
13837.0,2011-01-01,2011-01-26
13838.0,2010-12-01,2010-12-05
13841.0,2011-04-01,2011-04-01
13842.0,2010-12-01,2010-12-08
13844.0,2011-11-01,2011-11-28
13845.0,2011-10-01,2011-10-06
13846.0,2010-12-01,2010-12-14
13848.0,2010-12-01,2010-12-08
13849.0,2011-06-01,2011-06-22
13850.0,2011-08-01,2011-08-02
13851.0,2011-02-01,2011-02-24
13853.0,2011-10-01,2011-10-13
13854.0,2010-12-01,2010-12-09
13856.0,2011-05-01,2011-05-20
13858.0,2011-10-01,2011-10-13
13859.0,2011-01-01,2011-01-17
13860.0,2011-09-01,2011-09-14
13862.0,2011-01-01,2011-01-11
13863.0,2011-04-01,2011-04-06
13865.0,2011-02-01,2011-02-23
13866.0,2011-09-01,2011-09-26
13867.0,2011-05-01,2011-05-05
13868.0,2011-11-01,2011-11-01
13869.0,2010-12-01,2010-12-17
13870.0,2011-02-01,2011-02-25
13871.0,2011-02-01,2011-02-04
13873.0,2011-02-01,2011-02-03
13874.0,2010-12-01,2010-12-16
13875.0,2011-02-01,2011-02-11
13876.0,2011-10-01,2011-10-07
13877.0,2011-09-01,2011-09-14
13878.0,2011-10-01,2011-10-16
13880.0,2010-12-01,2010-12-07
13881.0,2011-02-01,2011-02-01
13882.0,2011-10-01,2011-10-06
13883.0,2011-03-01,2011-03-31
13884.0,2011-03-01,2011-03-01
13885.0,2011-05-01,2011-05-23
13886.0,2011-09-01,2011-09-29
13887.0,2011-05-01,2011-05-19
13888.0,2011-05-01,2011-05-05
13889.0,2011-09-01,2011-09-08
13890.0,2010-12-01,2010-12-16
13892.0,2011-04-01,2011-04-07
13893.0,2011-02-01,2011-02-15
13894.0,2011-02-01,2011-02-02
13895.0,2011-06-01,2011-06-28
13897.0,2011-10-01,2011-10-20
13898.0,2011-01-01,2011-01-18
13899.0,2011-03-01,2011-03-10
13900.0,2011-03-01,2011-03-22
13901.0,2011-01-01,2011-01-25
13904.0,2011-02-01,2011-02-18
13908.0,2011-03-01,2011-03-08
13911.0,2011-02-01,2011-02-04
13914.0,2011-11-01,2011-11-03
13917.0,2011-06-01,2011-06-01
13918.0,2011-03-01,2011-03-31
13919.0,2011-08-01,2011-08-10
13922.0,2010-12-01,2010-12-23
13923.0,2011-10-01,2011-10-17
13924.0,2011-09-01,2011-09-28
13925.0,2011-07-01,2011-07-28
13926.0,2011-11-01,2011-11-16
13927.0,2011-09-01,2011-09-26
13928.0,2011-07-01,2011-07-29
13929.0,2011-01-01,2011-01-17
13930.0,2011-07-01,2011-07-26
13931.0,2011-03-01,2011-03-04
13932.0,2011-02-01,2011-02-18
13933.0,2011-07-01,2011-07-14
13934.0,2011-03-01,2011-03-21
13936.0,2011-06-01,2011-06-13
13937.0,2011-06-01,2011-06-23
13938.0,2011-11-01,2011-11-04
13939.0,2011-02-01,2011-02-01
13940.0,2011-07-01,2011-07-18
13941.0,2010-12-01,2010-12-02
13946.0,2011-03-01,2011-03-17
13947.0,2011-10-01,2011-10-05
13948.0,2010-12-01,2010-12-14
13949.0,2011-09-01,2011-09-06
13950.0,2011-04-01,2011-04-07
13951.0,2011-02-01,2011-02-18
13952.0,2011-04-01,2011-04-15
13953.0,2010-12-01,2010-12-22
13954.0,2011-09-01,2011-09-30
13955.0,2011-02-01,2011-02-07
13956.0,2011-03-01,2011-03-13
13959.0,2010-12-01,2010-12-12
13960.0,2011-09-01,2011-09-29
13962.0,2011-04-01,2011-04-08
13963.0,2010-12-01,2010-12-07
13967.0,2011-07-01,2011-07-17
13969.0,2010-12-01,2010-12-09
13971.0,2011-02-01,2011-02-27
13972.0,2011-05-01,2011-05-22
13973.0,2011-02-01,2011-02-25
13974.0,2011-10-01,2011-10-21
13975.0,2011-03-01,2011-03-08
13976.0,2011-05-01,2011-05-17
13978.0,2011-10-01,2011-10-25
13979.0,2011-09-01,2011-09-27
13980.0,2011-10-01,2011-10-10
13982.0,2010-12-01,2010-12-09
13983.0,2010-12-01,2010-12-08
13984.0,2010-12-01,2010-12-08
13985.0,2011-03-01,2011-03-20
13986.0,2011-11-01,2011-11-22
13988.0,2011-03-01,2011-03-30
13989.0,2011-04-01,2011-04-14
13990.0,2011-05-01,2011-05-10
13991.0,2011-07-01,2011-07-19
13992.0,2011-11-01,2011-11-09
13993.0,2011-01-01,2011-01-13
13994.0,2011-07-01,2011-07-14
13995.0,2011-04-01,2011-04-08
13999.0,2010-12-01,2010-12-13
14000.0,2011-05-01,2011-05-12
14001.0,2010-12-01,2010-12-01
14002.0,2011-07-01,2011-07-06
14004.0,2011-02-01,2011-02-24
14005.0,2011-05-01,2011-05-08
14006.0,2011-01-01,2011-01-31
14009.0,2011-05-01,2011-05-18
14012.0,2011-03-01,2011-03-07
14013.0,2011-03-01,2011-03-09
14014.0,2011-09-01,2011-09-23
14015.0,2011-10-01,2011-10-18
14016.0,2010-12-01,2010-12-17
14019.0,2011-07-01,2011-07-24
14020.0,2011-09-01,2011-09-12
14021.0,2011-03-01,2011-03-28
14022.0,2011-04-01,2011-04-28
14023.0,2011-04-01,2011-04-03
14024.0,2011-08-01,2011-08-07
14027.0,2011-10-01,2011-10-10
14029.0,2011-07-01,2011-07-18
14030.0,2010-12-01,2010-12-08
14031.0,2010-12-01,2010-12-02
14032.0,2010-12-01,2010-12-08
14034.0,2011-07-01,2011-07-05
14035.0,2011-02-01,2011-02-15
14036.0,2011-02-01,2011-02-28
14037.0,2010-12-01,2010-12-10
14038.0,2011-05-01,2011-05-16
14039.0,2011-11-01,2011-11-06
14040.0,2011-01-01,2011-01-12
14041.0,2011-03-01,2011-03-18
14044.0,2011-02-01,2011-02-03
14045.0,2010-12-01,2010-12-01
14046.0,2011-02-01,2011-02-28
14047.0,2010-12-01,2010-12-02
14048.0,2011-02-01,2011-02-07
14049.0,2011-01-01,2011-01-26
14050.0,2011-08-01,2011-08-25
14051.0,2010-12-01,2010-12-08
14052.0,2011-11-01,2011-11-20
14053.0,2011-07-01,2011-07-03
14054.0,2011-10-01,2011-10-05
14055.0,2011-08-01,2011-08-25
14056.0,2011-02-01,2011-02-28
14057.0,2010-12-01,2010-12-14
14059.0,2011-03-01,2011-03-18
14060.0,2010-12-01,2010-12-02
14062.0,2010-12-01,2010-12-10
14064.0,2011-03-01,2011-03-10
14066.0,2011-03-01,2011-03-18
14067.0,2011-09-01,2011-09-04
14068.0,2011-01-01,2011-01-23
14071.0,2011-03-01,2011-03-20
14073.0,2011-11-01,2011-11-07
14075.0,2011-03-01,2011-03-23
14076.0,2011-08-01,2011-08-02
14077.0,2011-03-01,2011-03-10
14078.0,2010-12-01,2010-12-01
14079.0,2011-08-01,2011-08-07
14080.0,2011-11-01,2011-11-07
14081.0,2010-12-01,2010-12-05
14082.0,2010-12-01,2010-12-10
14083.0,2010-12-01,2010-12-03
14085.0,2010-12-01,2010-12-06
14087.0,2011-12-01,2011-12-07
14088.0,2011-01-01,2011-01-21
14089.0,2011-10-01,2011-10-14
14090.0,2011-01-01,2011-01-19
14092.0,2010-12-01,2010-12-16
14093.0,2011-11-01,2011-11-27
14096.0,2011-08-01,2011-08-30
14098.0,2011-11-01,2011-11-03
14099.0,2010-12-01,2010-12-20
14100.0,2011-07-01,2011-07-25
14101.0,2011-01-01,2011-01-17
14102.0,2011-10-01,2011-10-26
14104.0,2011-06-01,2011-06-27
14105.0,2011-04-01,2011-04-14
14107.0,2010-12-01,2010-12-10
14108.0,2011-08-01,2011-08-30
14109.0,2011-09-01,2011-09-28
14110.0,2011-03-01,2011-03-18
14111.0,2011-04-01,2011-04-12
14112.0,2011-03-01,2011-03-09
14113.0,2010-12-01,2010-12-20
14114.0,2011-01-01,2011-01-13
14116.0,2011-08-01,2011-08-10
14117.0,2011-07-01,2011-07-19
14121.0,2011-10-01,2011-10-11
14124.0,2011-09-01,2011-09-16
14125.0,2011-09-01,2011-09-22
14126.0,2011-11-01,2011-11-29
14127.0,2011-02-01,2011-02-02
14128.0,2011-03-01,2011-03-29
14129.0,2011-03-01,2011-03-24
14130.0,2011-01-01,2011-01-24
14132.0,2011-06-01,2011-06-09
14133.0,2011-01-01,2011-01-28
14135.0,2010-12-01,2010-12-02
14138.0,2011-10-01,2011-10-07
14139.0,2011-10-01,2011-10-24
14140.0,2011-11-01,2011-11-08
14141.0,2011-08-01,2011-08-26
14142.0,2010-12-01,2010-12-01
14143.0,2011-07-01,2011-07-29
14145.0,2011-05-01,2011-05-06
14146.0,2010-12-01,2010-12-17
14147.0,2011-02-01,2011-02-27
14148.0,2011-04-01,2011-04-20
14149.0,2011-05-01,2011-05-03
14150.0,2010-12-01,2010-12-15
14152.0,2011-04-01,2011-04-19
14154.0,2011-04-01,2011-04-14
14155.0,2011-03-01,2011-03-18
14156.0,2010-12-01,2010-12-03
14157.0,2011-02-01,2011-02-27
14158.0,2011-10-01,2011-10-30
14159.0,2010-12-01,2010-12-12
14161.0,2010-12-01,2010-12-05
14162.0,2011-02-01,2011-02-20
14163.0,2011-04-01,2011-04-14
14164.0,2011-09-01,2011-09-20
14165.0,2011-03-01,2011-03-09
14167.0,2011-01-01,2011-01-12
14171.0,2011-09-01,2011-09-02
14173.0,2011-05-01,2011-05-04
14174.0,2011-11-01,2011-11-06
14175.0,2011-01-01,2011-01-14
14176.0,2010-12-01,2010-12-07
14177.0,2011-06-01,2011-06-13
14178.0,2011-06-01,2011-06-10
14179.0,2011-10-01,2011-10-18
14180.0,2010-12-01,2010-12-02
14184.0,2011-10-01,2011-10-04
14185.0,2011-01-01,2011-01-12
14188.0,2011-02-01,2011-02-02
14189.0,2010-12-01,2010-12-06
14191.0,2011-05-01,2011-05-03
14193.0,2011-03-01,2011-03-15
14194.0,2011-02-01,2011-02-04
14195.0,2011-04-01,2011-04-01
14196.0,2011-08-01,2011-08-25
14198.0,2011-04-01,2011-04-14
14199.0,2011-05-01,2011-05-05
14201.0,2010-12-01,2010-12-15
14204.0,2011-12-01,2011-12-07
14205.0,2011-03-01,2011-03-20
14206.0,2011-04-01,2011-04-14
14208.0,2011-09-01,2011-09-06
14209.0,2011-01-01,2011-01-11
14210.0,2010-12-01,2010-12-03
14211.0,2011-02-01,2011-02-17
14212.0,2011-09-01,2011-09-11
14214.0,2011-03-01,2011-03-07
14215.0,2010-12-01,2010-12-06
14216.0,2011-11-01,2011-11-02
14217.0,2010-12-01,2010-12-08
14218.0,2011-10-01,2011-10-28
14219.0,2011-12-01,2011-12-05
14220.0,2010-12-01,2010-12-16
14221.0,2011-01-01,2011-01-04
14222.0,2011-06-01,2011-06-15
14223.0,2011-03-01,2011-03-20
14224.0,2011-01-01,2011-01-23
14226.0,2011-03-01,2011-03-15
14227.0,2011-02-01,2011-02-28
14229.0,2011-01-01,2011-01-10
14231.0,2011-02-01,2011-02-24
14232.0,2011-03-01,2011-03-20
14233.0,2011-01-01,2011-01-26
14234.0,2011-10-01,2011-10-13
14235.0,2011-03-01,2011-03-24
14236.0,2010-12-01,2010-12-02
14237.0,2010-12-01,2010-12-01
14238.0,2011-01-01,2011-01-17
14239.0,2011-01-01,2011-01-27
14240.0,2011-04-01,2011-04-28
14241.0,2011-06-01,2011-06-09
14242.0,2011-01-01,2011-01-18
14243.0,2010-12-01,2010-12-09
14245.0,2011-03-01,2011-03-21
14246.0,2011-04-01,2011-04-08
14247.0,2011-03-01,2011-03-06
14248.0,2011-01-01,2011-01-25
14250.0,2011-09-01,2011-09-11
14251.0,2011-10-01,2011-10-13
14256.0,2010-12-01,2010-12-10
14257.0,2011-01-01,2011-01-25
14258.0,2011-01-01,2011-01-06
14259.0,2011-07-01,2011-07-21
14261.0,2011-09-01,2011-09-22
14262.0,2011-04-01,2011-04-13
14264.0,2011-04-01,2011-04-08
14265.0,2011-07-01,2011-07-14
14267.0,2011-03-01,2011-03-24
14270.0,2011-01-01,2011-01-12
14271.0,2011-04-01,2011-04-28
14272.0,2011-03-01,2011-03-30
14273.0,2011-04-01,2011-04-11
14276.0,2011-02-01,2011-02-23
14277.0,2011-05-01,2011-05-11
14280.0,2011-05-01,2011-05-27
14282.0,2010-12-01,2010-12-07
14284.0,2011-09-01,2011-09-14
14285.0,2011-06-01,2011-06-16
14286.0,2011-04-01,2011-04-11
14287.0,2011-05-01,2011-05-25
14288.0,2011-05-01,2011-05-10
14289.0,2011-02-01,2011-02-23
14290.0,2010-12-01,2010-12-13
14291.0,2011-03-01,2011-03-09
14292.0,2011-03-01,2011-03-02
14293.0,2010-12-01,2010-12-06
14295.0,2011-10-01,2011-10-30
14297.0,2011-03-01,2011-03-10
14298.0,2010-12-01,2010-12-14
14299.0,2010-12-01,2010-12-09
14300.0,2011-11-01,2011-11-21
14301.0,2011-08-01,2011-08-14
14304.0,2011-05-01,2011-05-01
14305.0,2011-07-01,2011-07-27
14306.0,2011-09-01,2011-09-15
14307.0,2010-12-01,2010-12-01
14309.0,2010-12-01,2010-12-16
14311.0,2011-04-01,2011-04-11
14312.0,2011-01-01,2011-01-06
14314.0,2011-08-01,2011-08-25
14315.0,2011-03-01,2011-03-18
14317.0,2011-10-01,2011-10-06
14320.0,2011-01-01,2011-01-11
14321.0,2011-01-01,2011-01-10
14323.0,2011-04-01,2011-04-15
14326.0,2011-04-01,2011-04-11
14327.0,2011-06-01,2011-06-29
14329.0,2011-01-01,2011-01-14
14331.0,2011-07-01,2011-07-27
14332.0,2011-07-01,2011-07-15
14333.0,2011-10-01,2011-10-03
14334.0,2010-12-01,2010-12-16
14335.0,2011-09-01,2011-09-04
14336.0,2011-03-01,2011-03-08
14338.0,2011-05-01,2011-05-27
14339.0,2011-04-01,2011-04-11
14340.0,2011-05-01,2011-05-05
14341.0,2011-01-01,2011-01-25
14342.0,2011-05-01,2011-05-13
14344.0,2010-12-01,2010-12-06
14345.0,2011-11-01,2011-11-01
14346.0,2011-02-01,2011-02-15
