CustomerID,Date,Country,MonthYear,Week,TotalAmount,CountOfUniqueInvoices
13481.0,2011-03-28,United Kingdom,2011-03,2011-03-28,665.28,1
13481.0,2011-05-31,United Kingdom,2011-05,2011-05-30,313.71000000000004,1
13481.0,2011-08-23,United Kingdom,2011-08,2011-08-22,382.34,2
13481.0,2011-10-25,United Kingdom,2011-10,2011-10-24,443.23,1
13482.0,2011-04-21,United Kingdom,2011-04,2011-04-18,184.64,1
13483.0,2011-10-05,United Kingdom,2011-10,2011-10-03,140.34,1
13484.0,2011-04-12,United Kingdom,2011-04,2011-04-11,313.8,1
13485.0,2011-04-20,United Kingdom,2011-04,2011-04-18,454.24,1
13486.0,2011-07-07,United Kingdom,2011-07,2011-07-04,202.16,1
13486.0,2011-08-03,United Kingdom,2011-08,2011-08-01,617.4499999999999,1
13486.0,2011-09-22,United Kingdom,2011-09,2011-09-19,302.8,1
13487.0,2010-12-21,United Kingdom,2010-12,2010-12-20,193.15,1
13487.0,2011-05-10,United Kingdom,2011-05,2011-05-09,215.65,1
13487.0,2011-10-13,United Kingdom,2011-10,2011-10-10,166.6,1
13488.0,2010-12-07,United Kingdom,2010-12,2010-12-06,1381.92,1
13488.0,2011-01-12,United Kingdom,2011-01,2011-01-10,1358.29,1
13488.0,2011-02-04,United Kingdom,2011-02,2011-01-31,655.55,1
13488.0,2011-03-24,United Kingdom,2011-03,2011-03-21,713.9499999999999,1
13488.0,2011-05-17,United Kingdom,2011-05,2011-05-16,927.45,1
13488.0,2011-05-27,United Kingdom,2011-05,2011-05-23,493.27,1
13488.0,2011-07-18,United Kingdom,2011-07,2011-07-18,423.59,2
13488.0,2011-08-11,United Kingdom,2011-08,2011-08-08,642.36,1
13488.0,2011-09-13,United Kingdom,2011-09,2011-09-12,432.75,1
13488.0,2011-09-28,United Kingdom,2011-09,2011-09-26,338.06,1
13488.0,2011-10-27,United Kingdom,2011-10,2011-10-24,878.98,1
13488.0,2011-11-22,United Kingdom,2011-11,2011-11-21,722.14,1
13489.0,2011-02-18,United Kingdom,2011-02,2011-02-14,77.28,1
13489.0,2011-02-23,United Kingdom,2011-02,2011-02-21,158.4,1
13489.0,2011-07-05,United Kingdom,2011-07,2011-07-04,51.36,1
13489.0,2011-08-26,United Kingdom,2011-08,2011-08-22,162.48,1
13491.0,2010-12-02,United Kingdom,2010-12,2010-11-29,98.9,1
13491.0,2010-12-15,United Kingdom,2010-12,2010-12-13,97.5,1
13491.0,2011-01-11,United Kingdom,2011-01,2011-01-10,140.49,1
13491.0,2011-01-26,United Kingdom,2011-01,2011-01-24,187.85,1
13491.0,2011-02-02,United Kingdom,2011-02,2011-01-31,117.09,1
13491.0,2011-03-04,United Kingdom,2011-03,2011-02-28,162.07999999999998,1
13491.0,2011-03-21,United Kingdom,2011-03,2011-03-21,90.8,1
13491.0,2011-04-06,United Kingdom,2011-04,2011-04-04,136.92,1
13491.0,2011-07-15,United Kingdom,2011-07,2011-07-11,56.82,1
13491.0,2011-10-19,United Kingdom,2011-10,2011-10-17,127.37,1
13492.0,2011-05-09,Switzerland,2011-05,2011-05-09,315.3,1
13492.0,2011-07-01,Switzerland,2011-07,2011-06-27,360.8,1
13492.0,2011-07-26,Switzerland,2011-07,2011-07-25,593.74,1
13493.0,2011-02-25,Switzerland,2011-02,2011-02-21,179.35,1
13493.0,2011-03-09,Switzerland,2011-03,2011-03-07,439.28,1
13494.0,2011-02-01,United Kingdom,2011-02,2011-01-31,316.26000000000005,1
13495.0,2010-12-06,United Kingdom,2010-12,2010-12-06,510.95,1
13495.0,2010-12-15,United Kingdom,2010-12,2010-12-13,354.48,1
13495.0,2011-04-21,United Kingdom,2011-04,2011-04-18,207.0,1
13495.0,2011-11-04,United Kingdom,2011-11,2011-10-31,659.8,1
13495.0,2011-12-02,United Kingdom,2011-12,2011-11-28,312.64,1
13496.0,2010-12-15,United Kingdom,2010-12,2010-12-13,501.01,1
13496.0,2011-11-29,United Kingdom,2011-11,2011-11-28,152.32,1
13497.0,2010-12-06,United Kingdom,2010-12,2010-12-06,153.5,1
13497.0,2011-03-02,United Kingdom,2011-03,2011-02-28,194.55,1
13499.0,2011-03-15,United Kingdom,2011-03,2011-03-14,158.23000000000002,1
13499.0,2011-04-28,United Kingdom,2011-04,2011-04-25,305.56,1
13499.0,2011-09-27,United Kingdom,2011-09,2011-09-26,150.06,1
13499.0,2011-11-10,United Kingdom,2011-11,2011-11-07,323.62,1
13499.0,2011-11-22,United Kingdom,2011-11,2011-11-21,221.64,1
13500.0,2011-08-09,United Kingdom,2011-08,2011-08-08,326.4,1
13500.0,2011-11-03,United Kingdom,2011-11,2011-10-31,342.4,1
13500.0,2011-11-16,United Kingdom,2011-11,2011-11-14,497.97,1
13501.0,2011-02-24,Switzerland,2011-02,2011-02-21,1340.32,1
13502.0,2011-01-20,United Kingdom,2011-01,2011-01-17,114.6,1
13502.0,2011-03-10,United Kingdom,2011-03,2011-03-07,74.56,1
13502.0,2011-11-23,United Kingdom,2011-11,2011-11-21,102.84,1
13503.0,2011-09-29,United Kingdom,2011-09,2011-09-26,216.85,1
13504.0,2011-10-06,United Kingdom,2011-10,2011-10-03,295.93,1
13505.0,2011-04-21,Switzerland,2011-04,2011-04-18,1009.69,1
13505.0,2011-05-31,Switzerland,2011-05,2011-05-30,906.4,1
13505.0,2011-06-26,Switzerland,2011-06,2011-06-20,667.03,1
13505.0,2011-09-28,Switzerland,2011-09,2011-09-26,1810.51,1
13506.0,2010-12-05,United Kingdom,2010-12,2010-11-29,301.12,1
13506.0,2011-01-27,United Kingdom,2011-01,2011-01-24,157.4,1
13507.0,2011-07-17,United Kingdom,2011-07,2011-07-11,1242.3799999999999,1
13507.0,2011-08-24,United Kingdom,2011-08,2011-08-22,394.09,1
13507.0,2011-09-02,United Kingdom,2011-09,2011-08-29,386.32,1
13507.0,2011-12-06,United Kingdom,2011-12,2011-12-05,456.37,1
13508.0,2011-04-10,United Kingdom,2011-04,2011-04-04,110.97,1
13509.0,2011-02-28,United Kingdom,2011-02,2011-02-28,209.32,1
13509.0,2011-03-11,United Kingdom,2011-03,2011-03-07,127.2,1
13509.0,2011-03-30,United Kingdom,2011-03,2011-03-28,313.5,1
13509.0,2011-07-13,United Kingdom,2011-07,2011-07-11,15.0,1
13509.0,2011-09-01,United Kingdom,2011-09,2011-08-29,40.0,1
13509.0,2011-10-18,United Kingdom,2011-10,2011-10-17,176.6,1
13509.0,2011-12-01,United Kingdom,2011-12,2011-11-28,98.10000000000001,1
13510.0,2011-06-09,United Kingdom,2011-06,2011-06-06,585.3199999999999,1
13510.0,2011-09-05,United Kingdom,2011-09,2011-09-05,312.49,1
13510.0,2011-10-25,United Kingdom,2011-10,2011-10-24,551.89,1
13510.0,2011-12-08,United Kingdom,2011-12,2011-12-05,341.86,1
13512.0,2011-03-24,United Kingdom,2011-03,2011-03-21,251.21,1
13513.0,2011-08-05,United Kingdom,2011-08,2011-08-01,205.1,1
13514.0,2011-09-27,United Kingdom,2011-09,2011-09-26,152.20000000000002,1
13515.0,2011-04-06,United Kingdom,2011-04,2011-04-04,203.4,1
13515.0,2011-07-14,United Kingdom,2011-07,2011-07-11,132.16,1
13515.0,2011-08-14,United Kingdom,2011-08,2011-08-08,188.39999999999998,1
13515.0,2011-09-28,United Kingdom,2011-09,2011-09-26,367.16,1
13516.0,2011-04-15,United Kingdom,2011-04,2011-04-11,146.0,1
13516.0,2011-09-28,United Kingdom,2011-09,2011-09-26,474.41,1
13516.0,2011-11-18,United Kingdom,2011-11,2011-11-14,769.0,1
13517.0,2011-06-13,United Kingdom,2011-06,2011-06-13,1101.86,1
13517.0,2011-08-25,United Kingdom,2011-08,2011-08-22,510.32,1
13517.0,2011-10-11,United Kingdom,2011-10,2011-10-10,516.24,1
13518.0,2011-09-15,United Kingdom,2011-09,2011-09-12,659.4399999999999,1
13519.0,2011-09-22,United Kingdom,2011-09,2011-09-19,122.75,1
13520.0,2010-12-03,Switzerland,2010-12,2010-11-29,303.4,1
13520.0,2011-01-19,Switzerland,2011-01,2011-01-17,685.12,1
13520.0,2011-03-25,Switzerland,2011-03,2011-03-21,490.78000000000003,1
13520.0,2011-06-08,Switzerland,2011-06,2011-06-06,612.68,1
13520.0,2011-07-25,Switzerland,2011-07,2011-07-25,856.0,1
13520.0,2011-10-12,Switzerland,2011-10,2011-10-10,676.37,1
13521.0,2011-11-29,United Kingdom,2011-11,2011-11-28,287.88,1
13521.0,2011-12-04,United Kingdom,2011-12,2011-11-28,436.82,1
13521.0,2011-12-08,United Kingdom,2011-12,2011-12-05,368.95,1
13522.0,2011-11-09,United Kingdom,2011-11,2011-11-07,125.80000000000001,1
13523.0,2010-12-08,United Kingdom,2010-12,2010-12-06,566.95,1
13523.0,2011-05-24,United Kingdom,2011-05,2011-05-23,1802.29,2
13523.0,2011-10-24,United Kingdom,2011-10,2011-10-24,616.8,1
13523.0,2011-11-06,United Kingdom,2011-11,2011-10-31,978.84,1
13524.0,2011-05-04,United Kingdom,2011-05,2011-05-02,159.20000000000002,1
13524.0,2011-06-19,United Kingdom,2011-06,2011-06-13,88.50000000000001,1
13524.0,2011-08-30,United Kingdom,2011-08,2011-08-29,161.16000000000003,1
13524.0,2011-09-19,United Kingdom,2011-09,2011-09-19,75.0,1
13524.0,2011-10-30,United Kingdom,2011-10,2011-10-24,196.32,1
13525.0,2011-04-05,United Kingdom,2011-04,2011-04-04,282.88,1
13525.0,2011-11-25,United Kingdom,2011-11,2011-11-21,345.9,1
13527.0,2011-01-17,United Kingdom,2011-01,2011-01-17,110.45,1
13527.0,2011-05-22,United Kingdom,2011-05,2011-05-16,475.19,1
13527.0,2011-08-14,United Kingdom,2011-08,2011-08-08,444.44,1
13527.0,2011-08-26,United Kingdom,2011-08,2011-08-22,336.34,1
13527.0,2011-09-11,United Kingdom,2011-09,2011-09-05,494.72,2
13527.0,2011-11-06,United Kingdom,2011-11,2011-10-31,426.37,1
13529.0,2011-05-19,United Kingdom,2011-05,2011-05-16,181.1,1
13529.0,2011-09-22,United Kingdom,2011-09,2011-09-19,126.66000000000001,1
13531.0,2010-12-08,United Kingdom,2010-12,2010-12-06,305.45,1
13531.0,2011-05-18,United Kingdom,2011-05,2011-05-16,178.35,1
13532.0,2011-11-06,United Kingdom,2011-11,2011-10-31,210.31,1
13533.0,2011-03-17,United Kingdom,2011-03,2011-03-14,146.64,2
13533.0,2011-06-10,United Kingdom,2011-06,2011-06-06,124.14999999999999,1
13534.0,2010-12-16,United Kingdom,2010-12,2010-12-13,283.2,2
13534.0,2011-01-07,United Kingdom,2011-01,2011-01-03,188.0,1
13534.0,2011-01-26,United Kingdom,2011-01,2011-01-24,347.15,2
13534.0,2011-01-27,United Kingdom,2011-01,2011-01-24,31.799999999999997,1
13534.0,2011-02-08,United Kingdom,2011-02,2011-02-07,179.6,2
13534.0,2011-03-23,United Kingdom,2011-03,2011-03-21,514.3,2
13534.0,2011-04-13,United Kingdom,2011-04,2011-04-11,124.8,1
13534.0,2011-04-21,United Kingdom,2011-04,2011-04-18,345.35,2
13534.0,2011-05-13,United Kingdom,2011-05,2011-05-09,333.8,2
13534.0,2011-05-24,United Kingdom,2011-05,2011-05-23,300.8,1
13534.0,2011-06-06,United Kingdom,2011-06,2011-06-06,304.28000000000003,1
13534.0,2011-07-01,United Kingdom,2011-07,2011-06-27,410.90000000000003,1
13534.0,2011-07-28,United Kingdom,2011-07,2011-07-25,307.35,1
13534.0,2011-07-29,United Kingdom,2011-07,2011-07-25,362.0,1
13534.0,2011-08-24,United Kingdom,2011-08,2011-08-22,338.2,1
13534.0,2011-10-17,United Kingdom,2011-10,2011-10-17,835.15,2
13534.0,2011-11-07,United Kingdom,2011-11,2011-11-07,306.2,1
13534.0,2011-12-07,United Kingdom,2011-12,2011-12-05,357.2,1
13536.0,2011-09-25,United Kingdom,2011-09,2011-09-19,455.17,1
13536.0,2011-10-18,United Kingdom,2011-10,2011-10-17,369.74,1
13536.0,2011-11-13,United Kingdom,2011-11,2011-11-07,672.99,1
13536.0,2011-11-20,United Kingdom,2011-11,2011-11-14,492.94,1
13536.0,2011-11-30,United Kingdom,2011-11,2011-11-28,448.45,1
13536.0,2011-12-04,United Kingdom,2011-12,2011-11-28,659.65,1
13536.0,2011-12-08,United Kingdom,2011-12,2011-12-05,349.35,1
13538.0,2011-01-28,United Kingdom,2011-01,2011-01-24,166.8,1
13538.0,2011-03-10,United Kingdom,2011-03,2011-03-07,337.5,1
13538.0,2011-06-09,United Kingdom,2011-06,2011-06-06,115.2,1
13538.0,2011-07-14,United Kingdom,2011-07,2011-07-11,95.4,1
13538.0,2011-08-11,United Kingdom,2011-08,2011-08-08,176.85000000000002,1
13538.0,2011-09-06,United Kingdom,2011-09,2011-09-05,99.0,1
13538.0,2011-10-27,United Kingdom,2011-10,2011-10-24,290.1,1
13539.0,2011-02-03,United Kingdom,2011-02,2011-01-31,164.1,1
13539.0,2011-04-13,United Kingdom,2011-04,2011-04-11,151.55,1
13539.0,2011-09-15,United Kingdom,2011-09,2011-09-12,315.69,1
13544.0,2011-04-13,United Kingdom,2011-04,2011-04-11,122.91,1
13544.0,2011-10-31,United Kingdom,2011-10,2011-10-31,168.5,1
13546.0,2011-05-23,United Kingdom,2011-05,2011-05-23,188.16,1
13546.0,2011-10-17,United Kingdom,2011-10,2011-10-17,230.12,1
13546.0,2011-11-27,United Kingdom,2011-11,2011-11-21,208.71,1
13548.0,2011-04-10,United Kingdom,2011-04,2011-04-04,281.01,1
13548.0,2011-09-04,United Kingdom,2011-09,2011-08-29,401.4,1
13549.0,2011-04-11,United Kingdom,2011-04,2011-04-11,183.5,1
13549.0,2011-05-22,United Kingdom,2011-05,2011-05-16,223.7,1
13549.0,2011-05-31,United Kingdom,2011-05,2011-05-30,105.35,1
13549.0,2011-07-12,United Kingdom,2011-07,2011-07-11,116.55000000000001,1
13549.0,2011-07-20,United Kingdom,2011-07,2011-07-18,132.95000000000002,1
13549.0,2011-10-06,United Kingdom,2011-10,2011-10-03,70.15,1
13549.0,2011-11-14,United Kingdom,2011-11,2011-11-14,86.0,1
13551.0,2011-01-24,United Kingdom,2011-01,2011-01-24,91.80000000000001,1
13552.0,2011-01-28,United Kingdom,2011-01,2011-01-24,313.70000000000005,1
13552.0,2011-03-28,United Kingdom,2011-03,2011-03-28,469.05,2
13552.0,2011-05-18,United Kingdom,2011-05,2011-05-16,1078.54,2
13552.0,2011-06-13,United Kingdom,2011-06,2011-06-13,417.8,2
13552.0,2011-08-05,United Kingdom,2011-08,2011-08-01,463.90000000000003,1
13552.0,2011-08-08,United Kingdom,2011-08,2011-08-08,19.919999999999998,1
13552.0,2011-09-14,United Kingdom,2011-09,2011-09-12,551.64,2
13552.0,2011-10-04,United Kingdom,2011-10,2011-10-03,425.52,1
13555.0,2011-05-22,United Kingdom,2011-05,2011-05-16,1590.05,2
13555.0,2011-09-27,United Kingdom,2011-09,2011-09-26,2559.23,2
13557.0,2011-03-04,United Kingdom,2011-03,2011-02-28,240.68,1
13557.0,2011-11-11,United Kingdom,2011-11,2011-11-07,343.38,1
13558.0,2011-10-02,United Kingdom,2011-10,2011-09-26,201.99,1
13558.0,2011-10-09,United Kingdom,2011-10,2011-10-03,121.26,1
13558.0,2011-11-16,United Kingdom,2011-11,2011-11-14,159.13,1
13558.0,2011-12-04,United Kingdom,2011-12,2011-11-28,122.67999999999999,1
13560.0,2011-12-02,United Kingdom,2011-12,2011-11-28,174.37,1
13561.0,2011-05-08,United Kingdom,2011-05,2011-05-02,141.85999999999999,1
13562.0,2011-04-08,United Kingdom,2011-04,2011-04-04,603.27,1
13562.0,2011-07-21,United Kingdom,2011-07,2011-07-18,606.46,1
13562.0,2011-09-19,United Kingdom,2011-09,2011-09-19,589.6,1
13563.0,2011-07-22,United Kingdom,2011-07,2011-07-18,310.88,1
13563.0,2011-09-16,United Kingdom,2011-09,2011-09-12,466.65,1
13564.0,2010-12-06,United Kingdom,2010-12,2010-12-06,540.0,1
13564.0,2010-12-20,United Kingdom,2010-12,2010-12-20,658.38,1
13564.0,2011-07-18,United Kingdom,2011-07,2011-07-18,550.64,1
13565.0,2011-01-09,United Kingdom,2011-01,2011-01-03,110.17999999999999,1
13565.0,2011-11-20,United Kingdom,2011-11,2011-11-14,130.04,1
13566.0,2011-09-18,United Kingdom,2011-09,2011-09-12,585.1800000000001,1
13566.0,2011-10-30,United Kingdom,2011-10,2011-10-24,289.53000000000003,1
13568.0,2011-06-19,United Kingdom,2011-06,2011-06-13,192.85,1
13569.0,2010-12-07,United Kingdom,2010-12,2010-12-06,118.32,1
13569.0,2011-11-22,United Kingdom,2011-11,2011-11-21,255.43,1
13570.0,2011-04-10,United Kingdom,2011-04,2011-04-04,239.49,1
13571.0,2011-03-31,United Kingdom,2011-03,2011-03-28,145.27,1
13571.0,2011-04-27,United Kingdom,2011-04,2011-04-25,126.74000000000001,1
13571.0,2011-05-31,United Kingdom,2011-05,2011-05-30,120.59,1
13571.0,2011-06-08,United Kingdom,2011-06,2011-06-06,114.71,1
13571.0,2011-07-20,United Kingdom,2011-07,2011-07-18,126.58,1
13571.0,2011-08-04,United Kingdom,2011-08,2011-08-01,167.26,1
13571.0,2011-09-08,United Kingdom,2011-09,2011-09-05,282.68,1
13571.0,2011-10-02,United Kingdom,2011-10,2011-09-26,205.28,1
13571.0,2011-10-26,United Kingdom,2011-10,2011-10-24,136.63,1
13571.0,2011-11-01,United Kingdom,2011-11,2011-10-31,213.82,1
13571.0,2011-11-13,United Kingdom,2011-11,2011-11-07,228.97,1
13571.0,2011-11-27,United Kingdom,2011-11,2011-11-21,223.79000000000002,1
13572.0,2011-05-18,United Kingdom,2011-05,2011-05-16,1384.25,1
13573.0,2011-03-31,United Kingdom,2011-03,2011-03-28,31.770000000000003,1
13573.0,2011-10-20,United Kingdom,2011-10,2011-10-17,262.63,1
13575.0,2011-06-16,United Kingdom,2011-06,2011-06-13,88.55,1
13575.0,2011-07-29,United Kingdom,2011-07,2011-07-25,130.2,1
13575.0,2011-09-30,United Kingdom,2011-09,2011-09-26,258.46,1
13575.0,2011-10-12,United Kingdom,2011-10,2011-10-10,147.41,1
13575.0,2011-11-16,United Kingdom,2011-11,2011-11-14,107.45,1
13576.0,2010-12-01,United Kingdom,2010-12,2010-11-29,349.15,1
13576.0,2011-01-06,United Kingdom,2011-01,2011-01-03,623.6800000000001,1
13576.0,2011-02-02,United Kingdom,2011-02,2011-01-31,349.89,1
13576.0,2011-02-22,United Kingdom,2011-02,2011-02-21,364.32000000000005,1
13576.0,2011-03-23,United Kingdom,2011-03,2011-03-21,330.24,1
13576.0,2011-04-20,United Kingdom,2011-04,2011-04-18,426.24,1
13576.0,2011-05-04,United Kingdom,2011-05,2011-05-02,302.88,1
13576.0,2011-06-05,United Kingdom,2011-06,2011-05-30,389.61,1
13576.0,2011-06-16,United Kingdom,2011-06,2011-06-13,343.44,1
13576.0,2011-07-01,United Kingdom,2011-07,2011-06-27,351.48,1
13576.0,2011-07-24,United Kingdom,2011-07,2011-07-18,354.24,1
13576.0,2011-08-18,United Kingdom,2011-08,2011-08-15,332.04,1
13576.0,2011-09-04,United Kingdom,2011-09,2011-08-29,323.73,1
13576.0,2011-09-29,United Kingdom,2011-09,2011-09-26,502.44000000000005,1
13576.0,2011-10-19,United Kingdom,2011-10,2011-10-17,283.89,1
13576.0,2011-11-10,United Kingdom,2011-11,2011-11-07,543.36,1
13576.0,2011-11-23,United Kingdom,2011-11,2011-11-21,219.23000000000002,1
13576.0,2011-11-29,United Kingdom,2011-11,2011-11-28,327.48,1
13577.0,2011-04-12,United Kingdom,2011-04,2011-04-11,356.75,1
13577.0,2011-07-14,United Kingdom,2011-07,2011-07-11,465.35,1
13577.0,2011-09-08,United Kingdom,2011-09,2011-09-05,371.7,1
13577.0,2011-11-14,United Kingdom,2011-11,2011-11-14,493.8,1
13579.0,2010-12-05,United Kingdom,2010-12,2010-11-29,164.70000000000002,1
13579.0,2011-11-25,United Kingdom,2011-11,2011-11-21,302.34,1
13581.0,2011-02-03,United Kingdom,2011-02,2011-01-31,118.0,1
13583.0,2011-07-07,United Kingdom,2011-07,2011-07-04,781.03,1
13584.0,2011-02-06,United Kingdom,2011-02,2011-01-31,142.4,1
13587.0,2011-10-07,United Kingdom,2011-10,2011-10-03,712.4,1
13588.0,2011-03-29,United Kingdom,2011-03,2011-03-28,113.30000000000001,1
13588.0,2011-07-26,United Kingdom,2011-07,2011-07-25,491.0,1
13588.0,2011-08-11,United Kingdom,2011-08,2011-08-08,471.32,1
13588.0,2011-09-01,United Kingdom,2011-09,2011-08-29,345.09999999999997,1
13588.0,2011-09-14,United Kingdom,2011-09,2011-09-12,185.22,1
13588.0,2011-10-21,United Kingdom,2011-10,2011-10-17,425.38,1
13588.0,2011-11-09,United Kingdom,2011-11,2011-11-07,222.0,1
13588.0,2011-11-11,United Kingdom,2011-11,2011-11-07,5.43,1
13588.0,2011-11-24,United Kingdom,2011-11,2011-11-21,220.2,1
13589.0,2011-06-13,United Kingdom,2011-06,2011-06-13,147.0,1
13589.0,2011-11-25,United Kingdom,2011-11,2011-11-21,232.65,1
13590.0,2011-02-09,United Kingdom,2011-02,2011-02-07,309.06,1
13590.0,2011-04-14,United Kingdom,2011-04,2011-04-11,301.42,1
13590.0,2011-05-24,United Kingdom,2011-05,2011-05-23,301.55,1
13590.0,2011-07-12,United Kingdom,2011-07,2011-07-11,204.35,1
13590.0,2011-10-19,United Kingdom,2011-10,2011-10-17,552.4,1
13590.0,2011-11-28,United Kingdom,2011-11,2011-11-28,313.14,1
13591.0,2011-03-18,United Kingdom,2011-03,2011-03-14,462.2,1
13591.0,2011-05-19,United Kingdom,2011-05,2011-05-16,314.03,1
13591.0,2011-10-06,United Kingdom,2011-10,2011-10-03,340.9,1
13592.0,2011-03-20,United Kingdom,2011-03,2011-03-14,76.72,1
13592.0,2011-05-10,United Kingdom,2011-05,2011-05-09,95.94,1
13592.0,2011-05-18,United Kingdom,2011-05,2011-05-16,32.849999999999994,1
13592.0,2011-11-04,United Kingdom,2011-11,2011-10-31,42.45,1
13593.0,2011-01-07,United Kingdom,2011-01,2011-01-03,559.85,1
13593.0,2011-03-20,United Kingdom,2011-03,2011-03-14,447.5,1
13593.0,2011-03-21,United Kingdom,2011-03,2011-03-21,15.600000000000001,1
13593.0,2011-06-30,United Kingdom,2011-06,2011-06-27,368.3,1
13593.0,2011-08-23,United Kingdom,2011-08,2011-08-22,645.83,1
13594.0,2011-10-18,United Kingdom,2011-10,2011-10-17,396.97,1
13596.0,2011-11-27,United Kingdom,2011-11,2011-11-21,411.6,1
13596.0,2011-12-04,United Kingdom,2011-12,2011-11-28,285.44,1
13598.0,2011-10-23,United Kingdom,2011-10,2011-10-17,180.17000000000002,1
13599.0,2010-12-08,United Kingdom,2010-12,2010-12-06,352.84,2
13599.0,2011-01-06,United Kingdom,2011-01,2011-01-03,369.14,1
13599.0,2011-03-01,United Kingdom,2011-03,2011-02-28,580.57,1
13599.0,2011-04-12,United Kingdom,2011-04,2011-04-11,331.81,2
13599.0,2011-05-25,United Kingdom,2011-05,2011-05-23,371.3,1
13599.0,2011-07-06,United Kingdom,2011-07,2011-07-04,308.18,1
13599.0,2011-09-16,United Kingdom,2011-09,2011-09-12,520.04,2
13599.0,2011-11-03,United Kingdom,2011-11,2011-10-31,530.42,1
13599.0,2011-11-07,United Kingdom,2011-11,2011-11-07,490.79,1
13599.0,2011-11-16,United Kingdom,2011-11,2011-11-14,295.8,1
13599.0,2011-11-18,United Kingdom,2011-11,2011-11-14,184.26,1
13599.0,2011-11-22,United Kingdom,2011-11,2011-11-21,272.36,1
13599.0,2011-11-29,United Kingdom,2011-11,2011-11-28,226.48000000000002,4
13599.0,2011-12-01,United Kingdom,2011-12,2011-11-28,204.22,1
13599.0,2011-12-08,United Kingdom,2011-12,2011-12-05,115.46000000000001,1
13600.0,2011-01-31,United Kingdom,2011-01,2011-01-31,219.52,1
13601.0,2011-05-12,United Kingdom,2011-05,2011-05-09,373.2,1
13601.0,2011-10-25,United Kingdom,2011-10,2011-10-24,320.12,1
13602.0,2011-10-06,United Kingdom,2011-10,2011-10-03,428.89,1
13603.0,2011-11-13,United Kingdom,2011-11,2011-11-07,164.34,1
13606.0,2011-02-01,United Kingdom,2011-02,2011-01-31,70.02,1
13606.0,2011-04-10,United Kingdom,2011-04,2011-04-04,180.4,1
13606.0,2011-11-10,United Kingdom,2011-11,2011-11-07,30.119999999999997,1
13607.0,2011-10-30,United Kingdom,2011-10,2011-10-24,678.01,1
13610.0,2011-02-27,United Kingdom,2011-02,2011-02-21,239.17000000000002,1
13610.0,2011-04-10,United Kingdom,2011-04,2011-04-04,110.55,1
13610.0,2011-06-05,United Kingdom,2011-06,2011-05-30,124.65,1
13610.0,2011-07-17,United Kingdom,2011-07,2011-07-11,173.39,1
13610.0,2011-08-21,United Kingdom,2011-08,2011-08-15,128.45,1
13610.0,2011-10-16,United Kingdom,2011-10,2011-10-10,237.43,1
13610.0,2011-11-27,United Kingdom,2011-11,2011-11-21,118.24000000000001,1
13611.0,2010-12-15,United Kingdom,2010-12,2010-12-13,303.15000000000003,1
13611.0,2011-06-22,United Kingdom,2011-06,2011-06-20,333.57,1
13611.0,2011-09-11,United Kingdom,2011-09,2011-09-05,535.08,1
13614.0,2011-01-13,United Kingdom,2011-01,2011-01-10,205.75,1
13614.0,2011-06-28,United Kingdom,2011-06,2011-06-27,589.23,1
13614.0,2011-09-11,United Kingdom,2011-09,2011-09-05,302.15,1
13614.0,2011-11-15,United Kingdom,2011-11,2011-11-14,513.33,1
13615.0,2011-01-25,United Kingdom,2011-01,2011-01-24,417.69,1
13617.0,2011-06-12,United Kingdom,2011-06,2011-06-06,131.10999999999999,1
13617.0,2011-08-18,United Kingdom,2011-08,2011-08-15,234.59,1
13617.0,2011-10-30,United Kingdom,2011-10,2011-10-24,178.48000000000002,1
13618.0,2011-06-19,United Kingdom,2011-06,2011-06-13,177.34,1
13621.0,2011-08-15,United Kingdom,2011-08,2011-08-15,213.85,1
13623.0,2011-02-15,United Kingdom,2011-02,2011-02-14,156.0,1
13623.0,2011-03-17,United Kingdom,2011-03,2011-03-14,101.35000000000001,1
13623.0,2011-04-03,United Kingdom,2011-04,2011-03-28,146.99,1
13623.0,2011-05-13,United Kingdom,2011-05,2011-05-09,147.58,1
13623.0,2011-11-09,United Kingdom,2011-11,2011-11-07,195.86,1
13626.0,2011-04-01,United Kingdom,2011-04,2011-03-28,257.23,1
13627.0,2010-12-17,United Kingdom,2010-12,2010-12-13,311.19,1
13627.0,2011-05-19,United Kingdom,2011-05,2011-05-16,294.73,1
13627.0,2011-06-16,United Kingdom,2011-06,2011-06-13,421.08,1
13627.0,2011-09-21,United Kingdom,2011-09,2011-09-19,307.18,1
13627.0,2011-10-11,United Kingdom,2011-10,2011-10-10,304.29,1
13629.0,2011-01-05,United Kingdom,2011-01,2011-01-03,660.0,1
13629.0,2011-02-02,United Kingdom,2011-02,2011-01-31,765.0,1
13629.0,2011-04-14,United Kingdom,2011-04,2011-04-11,642.0,1
13629.0,2011-05-13,United Kingdom,2011-05,2011-05-09,821.0,1
13629.0,2011-06-19,United Kingdom,2011-06,2011-06-13,778.0,1
13629.0,2011-07-20,United Kingdom,2011-07,2011-07-18,336.36,1
13629.0,2011-07-26,United Kingdom,2011-07,2011-07-25,895.0,1
13629.0,2011-09-01,United Kingdom,2011-09,2011-08-29,821.0,1
13629.0,2011-10-07,United Kingdom,2011-10,2011-10-03,537.0,1
13629.0,2011-11-09,United Kingdom,2011-11,2011-11-07,821.0,1
13629.0,2011-11-16,United Kingdom,2011-11,2011-11-14,716.0,1
