index,LocationName,ISO,country,region,world_region,MPI,geo,lat,lon
359,"El Paraðso, Honduras",HND,Honduras,El Paraðso,Latin America and Caribbean,0.095,"(1000.0, 1000.0)",,
360,"Francisco Morazðn, Honduras",HND,Honduras,Francisco Morazðn,Latin America and Caribbean,0.031,"(1000.0, 1000.0)",,
361,"Gracias a Dios, Honduras",HND,Honduras,Gracias a Dios,Latin America and Caribbean,0.124,"(33.1870471, -4.2333355)",33.1870471,-4.2333355
362,"Intibucð, Honduras",HND,Honduras,Intibucð,Latin America and Caribbean,0.139,"(1000.0, 1000.0)",,
363,"Islas de la Bahða, Honduras",HND,Honduras,Islas de la Bahða,Latin America and Caribbean,0.017,"(1000.0, 1000.0)",,
364,"La Paz, Honduras",HND,Honduras,La Paz,Latin America and Caribbean,0.107,"(14.3271237, -87.6729074)",14.3271237,-87.6729074
365,"Lempira, Honduras",HND,Honduras,Lempira,Latin America and Caribbean,0.201,"(14.1887698, -88.55653099999999)",14.1887698,-88.556531
366,"Ocotepeque, Honduras",HND,Honduras,Ocotepeque,Latin America and Caribbean,0.109,"(14.5170347, -89.0561532)",14.5170347,-89.0561532
367,"Olancho, Honduras",HND,Honduras,Olancho,Latin America and Caribbean,0.089,"(14.8067406, -85.76666449999999)",14.8067406,-85.7666645
368,"Santa Bðrbara, Honduras",HND,Honduras,Santa Bðrbara,Latin America and Caribbean,0.076,"(1000.0, 1000.0)",,
369,"Valle, Honduras",HND,Honduras,Valle,Latin America and Caribbean,0.068,"(13.5782936, -87.5791287)",13.5782936,-87.5791287
370,"Yoro, Honduras",HND,Honduras,Yoro,Latin America and Caribbean,0.073,"(15.1369653, -87.1273253)",15.1369653,-87.1273253
371,"Aire Mðtropolitaine/Reste-Ouest, Haiti",HTI,Haiti,Aire Mðtropolitaine/Reste-Ouest,Latin America and Caribbean,0.162,"(1000.0, 1000.0)",,
372,"Sud-Est, Haiti",HTI,Haiti,Sud-Est,Latin America and Caribbean,0.307,"(27.6825285, 91.4821482)",27.6825285,91.4821482
373,"Nord, Haiti",HTI,Haiti,Nord,Latin America and Caribbean,0.244,"(19.5687715, -72.189)",19.5687715,-72.189
374,"Nord-Est, Haiti",HTI,Haiti,Nord-Est,Latin America and Caribbean,0.323,"(19.4889723, -71.8571331)",19.4889723,-71.8571331
375,"Artibonite, Haiti",HTI,Haiti,Artibonite,Latin America and Caribbean,0.316,"(19.362902, -72.4258145)",19.362902,-72.4258145
376,"Centre, Haiti",HTI,Haiti,Centre,Latin America and Caribbean,0.391,"(18.9582742, -72.0468164)",18.9582742,-72.0468164
377,"Sud, Haiti",HTI,Haiti,Sud,Latin America and Caribbean,0.249,"(18.3320005, -73.7007088)",18.3320005,-73.7007088
378,"Grande-Anse, Haiti",HTI,Haiti,Grande-Anse,Latin America and Caribbean,0.378,"(18.5489259, -74.07701)",18.5489259,-74.07701
379,"Nord-Ouest, Haiti",HTI,Haiti,Nord-Ouest,Latin America and Caribbean,0.311,"(19.8374009, -73.0405277)",19.8374009,-73.0405277
380,"Nippes, Haiti",HTI,Haiti,Nippes,Latin America and Caribbean,0.257,"(18.3990735, -73.4180211)",18.3990735,-73.4180211
381,"Aceh, Indonesia",IDN,Indonesia,Aceh,East Asia and the Pacific,0.077,"(12.4315534, -86.87221459999999)",12.4315534,-86.8722146
382,"North Sumatera, Indonesia",IDN,Indonesia,North Sumatera,East Asia and the Pacific,0.071,"(2.1153547, 99.54509739999999)",2.1153547,99.5450974
383,"West Sumatera, Indonesia",IDN,Indonesia,West Sumatera,East Asia and the Pacific,0.056,"(-0.7399397, 100.8000051)",-0.7399397,100.8000051
384,"Riau, Indonesia",IDN,Indonesia,Riau,East Asia and the Pacific,0.053,"(0.2933469, 101.7068294)",0.2933469,101.7068294
385,"Jambi, Indonesia",IDN,Indonesia,Jambi,East Asia and the Pacific,0.072,"(-1.6101229, 103.6131203)",-1.6101229,103.6131203
386,"South Sumatera, Indonesia",IDN,Indonesia,South Sumatera,East Asia and the Pacific,0.054,"(-3.3194374, 103.914399)",-3.3194374,103.914399
387,"Bengkulu, Indonesia",IDN,Indonesia,Bengkulu,East Asia and the Pacific,0.059,"(14.7546303, 46.516262)",14.7546303,46.516262
388,"Lampung, Indonesia",IDN,Indonesia,Lampung,East Asia and the Pacific,0.065,"(-4.5585849, 105.4068079)",-4.5585849,105.4068079
389,"Bangka Belitung, Indonesia",IDN,Indonesia,Bangka Belitung,East Asia and the Pacific,0.053,"(-2.7410513, 106.4405872)",-2.7410513,106.4405872
390,"Riau Islands, Indonesia",IDN,Indonesia,Riau Islands,East Asia and the Pacific,0.041,"(3.9456514, 108.1428669)",3.9456514,108.1428669
391,"DKI Jakarta, Indonesia",IDN,Indonesia,DKI Jakarta,East Asia and the Pacific,0.029,"(-6.17511, 106.8650395)",-6.17511,106.8650395
392,"West Java, Indonesia",IDN,Indonesia,West Java,East Asia and the Pacific,0.057,"(-7.090910999999999, 107.668887)",-7.090911,107.668887
393,"Central Java, Indonesia",IDN,Indonesia,Central Java,East Asia and the Pacific,0.053,"(-7.150975, 110.1402594)",-7.150975,110.1402594
394,"DI Yogyakarta, Indonesia",IDN,Indonesia,DI Yogyakarta,East Asia and the Pacific,0.025,"(-7.875384899999999, 110.4262088)",-7.8753849,110.4262088
395,"East Java, Indonesia",IDN,Indonesia,East Java,East Asia and the Pacific,0.055,"(-7.5360639, 112.2384017)",-7.5360639,112.2384017
396,"Banten, Indonesia",IDN,Indonesia,Banten,East Asia and the Pacific,0.075,"(-6.4058172, 106.0640179)",-6.4058172,106.0640179
397,"Bali, Indonesia",IDN,Indonesia,Bali,East Asia and the Pacific,0.042,"(-8.4095178, 115.188916)",-8.4095178,115.188916
398,"West Nusa Tenggara, Indonesia",IDN,Indonesia,West Nusa Tenggara,East Asia and the Pacific,0.121,"(-17.9646772, -67.1060353)",-17.9646772,-67.1060353
399,"East Nusa Tenggara, Indonesia",IDN,Indonesia,East Nusa Tenggara,East Asia and the Pacific,0.164,"(-8.657381899999999, 121.0793705)",-8.6573819,121.0793705
400,"West Kalimantan, Indonesia",IDN,Indonesia,West Kalimantan,East Asia and the Pacific,0.086,"(-0.2787808, 111.4752851)",-0.2787808,111.4752851
401,"Central Kalimantan, Indonesia",IDN,Indonesia,Central Kalimantan,East Asia and the Pacific,0.084,"(-1.6814878, 113.3823545)",-1.6814878,113.3823545
402,"South Kalimantan, Indonesia",IDN,Indonesia,South Kalimantan,East Asia and the Pacific,0.085,"(-3.0926415, 115.2837585)",-3.0926415,115.2837585
403,"East Kalimantan, Indonesia",IDN,Indonesia,East Kalimantan,East Asia and the Pacific,0.058,"(0.5386586, 116.419389)",0.5386586,116.419389
404,"North Sulawesi, Indonesia",IDN,Indonesia,North Sulawesi,East Asia and the Pacific,0.059,"(0.6246932, 123.9750018)",0.6246932,123.9750018
405,"Central Sulawesi, Indonesia",IDN,Indonesia,Central Sulawesi,East Asia and the Pacific,0.132,"(-1.4300254, 121.4456179)",-1.4300254,121.4456179
406,"South Sulawesi, Indonesia",IDN,Indonesia,South Sulawesi,East Asia and the Pacific,0.063,"(-3.6687994, 119.9740534)",-3.6687994,119.9740534
407,"Southeast Sulawesi, Indonesia",IDN,Indonesia,Southeast Sulawesi,East Asia and the Pacific,0.109,"(-4.144909999999999, 122.174605)",-4.14491,122.174605
408,"Gorontalo, Indonesia",IDN,Indonesia,Gorontalo,East Asia and the Pacific,0.128,"(0.6999371999999999, 122.4467238)",0.6999372,122.4467238
409,"West Sulawesi, Indonesia",IDN,Indonesia,West Sulawesi,East Asia and the Pacific,0.161,"(34.5337527, 43.483738)",34.5337527,43.483738
410,"Maluku, Indonesia",IDN,Indonesia,Maluku,East Asia and the Pacific,0.105,"(-2.8614979, 129.5765974)",-2.8614979,129.5765974
411,"North Maluku, Indonesia",IDN,Indonesia,North Maluku,East Asia and the Pacific,0.129,"(1.5709993, 127.8087693)",1.5709993,127.8087693
412,"West Papua, Indonesia",IDN,Indonesia,West Papua,East Asia and the Pacific,0.122,"(-4.185235, 136.8252838)",-4.185235,136.8252838
413,"Papua, Indonesia",IDN,Indonesia,Papua,East Asia and the Pacific,0.234,"(-4.269928, 138.0803529)",-4.269928,138.0803529
414,,IND,India,,South Asia,,"(1000.0, 1000.0)",,
415,"Dohuk, Iraq",IRQ,Iraq,Dohuk,Arab States,0.031,"(36.8679054, 42.9488574)",36.8679054,42.9488574
416,"Ninewa, Iraq",IRQ,Iraq,Ninewa,Arab States,0.054,"(36.229574, 42.2362435)",36.229574,42.2362435
417,"Suleimaniya, Iraq",IRQ,Iraq,Suleimaniya,Arab States,0.01,"(35.5570454, 45.4359425)",35.5570454,45.4359425
418,"Kirkuk, Iraq",IRQ,Iraq,Kirkuk,Arab States,0.035,"(35.4655761, 44.38039209999999)",35.4655761,44.3803921
419,"Erbil, Iraq",IRQ,Iraq,Erbil,Arab States,0.031,"(36.2062933, 44.0088697)",36.2062933,44.0088697
420,"Diyala, Iraq",IRQ,Iraq,Diyala,Arab States,0.038,"(33.7733487, 45.1494505)",33.7733487,45.1494505
421,"Al-Anbar, Iraq",IRQ,Iraq,Al-Anbar,Arab States,0.052,"(32.5597614, 41.9196471)",32.5597614,41.9196471
422,"Baghdad, Iraq",IRQ,Iraq,Baghdad,Arab States,0.027,"(33.3128057, 44.3614875)",33.3128057,44.3614875
423,"Babil, Iraq",IRQ,Iraq,Babil,Arab States,0.042,"(32.468191, 44.5501935)",32.468191,44.5501935
424,"Karbala, Iraq",IRQ,Iraq,Karbala,Arab States,0.053,"(32.6068464, 44.0103922)",32.6068464,44.0103922
425,"Wasit, Iraq",IRQ,Iraq,Wasit,Arab States,0.058,"(32.6024094, 45.7520985)",32.6024094,45.7520985
426,"Salahaddin, Iraq",IRQ,Iraq,Salahaddin,Arab States,0.054,"(-0.9422027, -80.7303634)",-0.9422027,-80.7303634
427,"Al-Najaf, Iraq",IRQ,Iraq,Al-Najaf,Arab States,0.055,"(32.027376, 44.3331165)",32.027376,44.3331165
428,"Al-Qadisiya, Iraq",IRQ,Iraq,Al-Qadisiya,Arab States,0.082,"(32.043691, 45.1494505)",32.043691,45.1494505
429,"Al-Muthanna, Iraq",IRQ,Iraq,Al-Muthanna,Arab States,0.079,"(-23.5819954, 47.2923893)",-23.5819954,47.2923893
430,"Thi-Qar, Iraq",IRQ,Iraq,Thi-Qar,Arab States,0.06,"(31.1042292, 46.3624686)",31.1042292,46.3624686
431,"Missan, Iraq",IRQ,Iraq,Missan,Arab States,0.098,"(31.8734002, 47.1362125)",31.8734002,47.1362125
432,"Basrah, Iraq",IRQ,Iraq,Basrah,Arab States,0.045,"(30.5081033, 47.7834888)",30.5081033,47.7834888
433,"Kingston, Jamaica",JAM,Jamaica,Kingston,Latin America and Caribbean,0.009,"(18.0178743, -76.8099041)",18.0178743,-76.8099041
434,"St.  Andrew, Jamaica",JAM,Jamaica,St.  Andrew,Latin America and Caribbean,0.007,"(18.0391345, -76.7567368)",18.0391345,-76.7567368
435,"St. Thomas, Jamaica",JAM,Jamaica,St. Thomas,Latin America and Caribbean,0.006,"(17.9700261, -76.4331698)",17.9700261,-76.4331698
436,"Portland, Jamaica",JAM,Jamaica,Portland,Latin America and Caribbean,0.004,"(18.0844274, -76.4100267)",18.0844274,-76.4100267
437,"St. Mary, Jamaica",JAM,Jamaica,St. Mary,Latin America and Caribbean,0.009,"(18.3092711, -76.964306)",18.3092711,-76.964306
438,"St. Ann, Jamaica",JAM,Jamaica,St. Ann,Latin America and Caribbean,0.004,"(27.002382, 91.3469247)",27.002382,91.3469247
439,"Trelawny, Jamaica",JAM,Jamaica,Trelawny,Latin America and Caribbean,0.016,"(18.3526143, -77.6077865)",18.3526143,-77.6077865
440,"St. James, Jamaica",JAM,Jamaica,St. James,Latin America and Caribbean,0.003,"(18.3923184, -77.85959629999999)",18.3923184,-77.8595963
441,"Hanover, Jamaica",JAM,Jamaica,Hanover,Latin America and Caribbean,0.007,"(18.4097707, -78.13363799999999)",18.4097707,-78.133638
442,"Westmoreland, Jamaica",JAM,Jamaica,Westmoreland,Latin America and Caribbean,0.004,"(18.2944378, -78.1564432)",18.2944378,-78.1564432
443,"St. Elizabeth, Jamaica",JAM,Jamaica,St. Elizabeth,Latin America and Caribbean,0.013,"(18.0788461, -77.69941969999999)",18.0788461,-77.6994197
444,"Manchester, Jamaica",JAM,Jamaica,Manchester,Latin America and Caribbean,0.006,"(18.0669654, -77.5160788)",18.0669654,-77.5160788
445,"Clarendon, Jamaica",JAM,Jamaica,Clarendon,Latin America and Caribbean,0.014,"(1000.0, 1000.0)",,
446,"St. Catherine, Jamaica",JAM,Jamaica,St. Catherine,Latin America and Caribbean,0.004,"(18.0364134, -77.0564464)",18.0364134,-77.0564464
447,"Central, Jordan",JOR,Jordan,Central,Arab States,0.005,"(31.957151, 35.930865)",31.957151,35.930865
448,"North, Jordan",JOR,Jordan,North,Arab States,0.006,"(10.3009641, 9.8236533)",10.3009641,9.8236533
449,"South, Jordan",JOR,Jordan,South,Arab States,0.008,"(40.5621704, -111.929658)",40.5621704,-111.929658
450,,KAZ,Kazakhstan,,Europe and Central Asia,,"(1000.0, 1000.0)",,
451,"Central, Kenya",KEN,Kenya,Central,Sub-Saharan Africa,0.075,"(-4.0627412, 39.6771481)",-4.0627412,39.6771481
452,"Coast, Kenya",KEN,Kenya,Coast,Sub-Saharan Africa,0.242,"(-3.2096898, 40.1169399)",-3.2096898,40.1169399
453,"Eastern, Kenya",KEN,Kenya,Eastern,Sub-Saharan Africa,0.19,"(0.7137256, 35.517938)",0.7137256,35.517938
454,"Nairobi, Kenya",KEN,Kenya,Nairobi,Sub-Saharan Africa,0.02,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462
455,"North Eastern, Kenya",KEN,Kenya,North Eastern,Sub-Saharan Africa,0.509,"(-0.0190061, 37.6480812)",-0.0190061,37.6480812
456,"Nyanza, Kenya",KEN,Kenya,Nyanza,Sub-Saharan Africa,0.211,"(-1.2849963, 36.8272273)",-1.2849963,36.8272273
457,"Rift Valley, Kenya",KEN,Kenya,Rift Valley,Sub-Saharan Africa,0.205,"(-18.382333, 47.2923893)",-18.382333,47.2923893
458,"Western, Kenya",KEN,Kenya,Western,Sub-Saharan Africa,0.223,"(-0.115003, 34.851379)",-0.115003,34.851379
459,,KGZ,Kyrgyzstan,,Europe and Central Asia,,"(1000.0, 1000.0)",,
460,"Banteay Mean Chey, Cambodia",KHM,Cambodia,Banteay Mean Chey,East Asia and the Pacific,0.097,"(13.6672596, 102.8975098)",13.6672596,102.8975098
461,"Battambang & Pailin, Cambodia",KHM,Cambodia,Battambang & Pailin,East Asia and the Pacific,0.104,"(1000.0, 1000.0)",,
462,"Kampong Cham, Cambodia",KHM,Cambodia,Kampong Cham,East Asia and the Pacific,0.16,"(11.9924294, 105.4645408)",11.9924294,105.4645408
463,"Kampong Chhnang, Cambodia",KHM,Cambodia,Kampong Chhnang,East Asia and the Pacific,0.193,"(12.1392352, 104.5655273)",12.1392352,104.5655273
464,"Kampong Speu, Cambodia",KHM,Cambodia,Kampong Speu,East Asia and the Pacific,0.182,"(6.0673327, -59.6146737)",6.0673327,-59.6146737
465,"Kampong Thom, Cambodia",KHM,Cambodia,Kampong Thom,East Asia and the Pacific,0.183,"(-15.5997929, 34.5140637)",-15.5997929,34.5140637
466,"Kampot & Kep, Cambodia",KHM,Cambodia,Kampot & Kep,East Asia and the Pacific,0.155,"(10.4790637, 104.2941991)",10.4790637,104.2941991
467,"Kandal, Cambodia",KHM,Cambodia,Kandal,East Asia and the Pacific,0.121,"(11.2237383, 105.1258955)",11.2237383,105.1258955
468,"Kratie, Cambodia",KHM,Cambodia,Kratie,East Asia and the Pacific,0.274,"(12.4896877, 106.0287512)",12.4896877,106.0287512
469,"Mondol Kiri & Rattanak Kiri, Cambodia",KHM,Cambodia,Mondol Kiri & Rattanak Kiri,East Asia and the Pacific,0.28,"(12.4534492, 107.1771291)",12.4534492,107.1771291
470,"Otdar Mean Chey, Cambodia",KHM,Cambodia,Otdar Mean Chey,East Asia and the Pacific,0.196,"(14.1717195, 103.6362715)",14.1717195,103.6362715
471,"Phnom Penh, Cambodia",KHM,Cambodia,Phnom Penh,East Asia and the Pacific,0.026,"(11.5448729, 104.8921668)",11.5448729,104.8921668
472,"Preah Sihanouk & Kaoh Kong, Cambodia",KHM,Cambodia,Preah Sihanouk & Kaoh Kong,East Asia and the Pacific,0.091,"(10.5669833, 103.3039198)",10.5669833,103.3039198
473,"Preah Vihear & Steung Treng, Cambodia",KHM,Cambodia,Preah Vihear & Steung Treng,East Asia and the Pacific,0.304,"(1000.0, 1000.0)",,
474,"Prey Veng, Cambodia",KHM,Cambodia,Prey Veng,East Asia and the Pacific,0.12,"(11.3802442, 105.5005483)",11.3802442,105.5005483
475,"Pursat, Cambodia",KHM,Cambodia,Pursat,East Asia and the Pacific,0.221,"(12.3663211, 103.6362715)",12.3663211,103.6362715
476,"Siem Reap, Cambodia",KHM,Cambodia,Siem Reap,East Asia and the Pacific,0.204,"(13.3670968, 103.8448134)",13.3670968,103.8448134
477,"Svay Rieng, Cambodia",KHM,Cambodia,Svay Rieng,East Asia and the Pacific,0.1,"(11.142722, 105.8290298)",11.142722,105.8290298
478,"Takeo, Cambodia",KHM,Cambodia,Takeo,East Asia and the Pacific,0.106,"(10.9321519, 104.798771)",10.9321519,104.798771
479,"Vientiane Capital, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Vientiane Capital,East Asia and the Pacific,0.012,"(17.9757058, 102.6331035)",17.9757058,102.6331035
480,"Phongsaly, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Phongsaly,East Asia and the Pacific,0.311,"(21.5919377, 102.2547919)",21.5919377,102.2547919
481,"Luangnamtha, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Luangnamtha,East Asia and the Pacific,0.165,"(20.9170187, 101.1617356)",20.9170187,101.1617356
482,"Oudomxay, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Oudomxay,East Asia and the Pacific,0.248,"(20.4921929, 101.8891721)",20.4921929,101.8891721
483,"Bokeo, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Bokeo,East Asia and the Pacific,0.212,"(20.2872662, 100.7097867)",20.2872662,100.7097867
484,"Luangprabang, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Luangprabang,East Asia and the Pacific,0.18,"(20.0656229, 102.6216211)",20.0656229,102.6216211
485,"Huaphanh, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Huaphanh,East Asia and the Pacific,0.184,"(14.4215982, -91.4048249)",14.4215982,-91.4048249
486,"Xayabury, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Xayabury,East Asia and the Pacific,0.079,"(19.1945799, 101.483498)",19.1945799,101.483498
487,"Xiengkhuang, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Xiengkhuang,East Asia and the Pacific,0.164,"(19.6093003, 103.7289167)",19.6093003,103.7289167
488,"Vientiane, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Vientiane,East Asia and the Pacific,0.063,"(17.9757058, 102.6331035)",17.9757058,102.6331035
489,"Borikhamxay, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Borikhamxay,East Asia and the Pacific,0.063,"(18.4362924, 104.4723301)",18.4362924,104.4723301
490,"Khammuane, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Khammuane,East Asia and the Pacific,0.2,"(17.6384066, 105.2194808)",17.6384066,105.2194808
491,"Savannakhet, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Savannakhet,East Asia and the Pacific,0.262,"(16.5722464, 104.7705509)",16.5722464,104.7705509
492,"Saravane, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Saravane,East Asia and the Pacific,0.359,"(15.8171073, 106.2522143)",15.8171073,106.2522143
493,"Sekong, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Sekong,East Asia and the Pacific,0.254,"(15.5767446, 107.0067031)",15.5767446,107.0067031
494,"Champasack, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Champasack,East Asia and the Pacific,0.149,"(14.6578664, 105.9699878)",14.6578664,105.9699878
495,"Attapeu, Lao People's Democratic Republic",LAO,Lao People's Democratic Republic,Attapeu,East Asia and the Pacific,0.215,"(14.93634, 107.1011931)",14.93634,107.1011931
496,"Bomi, Liberia",LBR,Liberia,Bomi,Sub-Saharan Africa,0.407,"(6.7562926, -10.8451467)",6.7562926,-10.8451467
497,"Bong, Liberia",LBR,Liberia,Bong,Sub-Saharan Africa,0.508,"(-5.115146, -78.11082789999999)",-5.115146,-78.1108279
498,"Gbarpolu, Liberia",LBR,Liberia,Gbarpolu,Sub-Saharan Africa,0.505,"(48.963603, 89.935224)",48.963603,89.935224
499,"Grand Bassa, Liberia",LBR,Liberia,Grand Bassa,Sub-Saharan Africa,0.527,"(6.2308452, -9.8124935)",6.2308452,-9.8124935
500,"Grand Cape Mount, Liberia",LBR,Liberia,Grand Cape Mount,Sub-Saharan Africa,0.482,"(7.0467758, -11.0711758)",7.0467758,-11.0711758
501,"Grand Gedeh, Liberia",LBR,Liberia,Grand Gedeh,Sub-Saharan Africa,0.349,"(5.9222078, -8.2212979)",5.9222078,-8.2212979
502,"Grand Kru, Liberia",LBR,Liberia,Grand Kru,Sub-Saharan Africa,0.48,"(4.7613862, -8.2212979)",4.7613862,-8.2212979
503,"Lofa, Liberia",LBR,Liberia,Lofa,Sub-Saharan Africa,0.457,"(1000.0, 1000.0)",,
504,"Margibi, Liberia",LBR,Liberia,Margibi,Sub-Saharan Africa,0.364,"(6.5151875, -10.3048897)",6.5151875,-10.3048897
505,"Maryland, Liberia",LBR,Liberia,Maryland,Sub-Saharan Africa,0.388,"(4.7258878, -7.741670300000001)",4.7258878,-7.7416703
506,"Montserrado, Liberia",LBR,Liberia,Montserrado,Sub-Saharan Africa,0.25,"(6.5525815, -10.5296115)",6.5525815,-10.5296115
507,"Nimba, Liberia",LBR,Liberia,Nimba,Sub-Saharan Africa,0.377,"(6.8427612, -8.6600586)",6.8427612,-8.6600586
508,"River Cess, Liberia",LBR,Liberia,River Cess,Sub-Saharan Africa,0.536,"(5.902532799999999, -9.456155)",5.9025328,-9.456155
509,"River Gee, Liberia",LBR,Liberia,River Gee,Sub-Saharan Africa,0.433,"(5.2604894, -7.872159999999999)",5.2604894,-7.87216
510,"Sinoe, Liberia",LBR,Liberia,Sinoe,Sub-Saharan Africa,0.445,"(5.49871, -8.6600586)",5.49871,-8.6600586
511,,LCA,Saint Lucia,,Latin America and Caribbean,,"(1000.0, 1000.0)",,
512,"Berea, Lesotho",LSO,Lesotho,Berea,Sub-Saharan Africa,0.106,"(-29.1746723, 27.8311428)",-29.1746723,27.8311428
513,"Botha-Bothe, Lesotho",LSO,Lesotho,Botha-Bothe,Sub-Saharan Africa,0.149,"(-28.7653754, 28.2468148)",-28.7653754,28.2468148
514,"Leribe, Lesotho",LSO,Lesotho,Leribe,Sub-Saharan Africa,0.106,"(-28.95107729999999, 28.2526623)",-28.9510773,28.2526623
515,"Mafeteng, Lesotho",LSO,Lesotho,Mafeteng,Sub-Saharan Africa,0.131,"(-29.8224312, 27.2388161)",-29.8224312,27.2388161
516,"Maseru, Lesotho",LSO,Lesotho,Maseru,Sub-Saharan Africa,0.082,"(-29.36321879999999, 27.5143603)",-29.3632188,27.5143603
517,"Mohale'S Hoek, Lesotho",LSO,Lesotho,Mohale'S Hoek,Sub-Saharan Africa,0.178,"(-30.1425917, 27.4673845)",-30.1425917,27.4673845
518,"Mokhotlong, Lesotho",LSO,Lesotho,Mokhotlong,Sub-Saharan Africa,0.291,"(17.9557183, -77.2405153)",17.9557183,-77.2405153
519,"Qacha'S-Nek, Lesotho",LSO,Lesotho,Qacha'S-Nek,Sub-Saharan Africa,0.173,"(-30.1114565, 28.678979)",-30.1114565,28.678979
520,"Quthing, Lesotho",LSO,Lesotho,Quthing,Sub-Saharan Africa,0.151,"(-30.4015687, 27.7080133)",-30.4015687,27.7080133
521,"Thaba Tseka, Lesotho",LSO,Lesotho,Thaba Tseka,Sub-Saharan Africa,0.267,"(-29.5238975, 28.6089752)",-29.5238975,28.6089752
522,"Sahara, Morocco",MAR,Morocco,Sahara,Arab States,0.017,"(31.791702, -7.092619999999999)",31.791702,-7.09262
523,"Souss-Massa-Draa, Morocco",MAR,Morocco,Souss-Massa-Draa,Arab States,0.102,"(31.12001849999999, -6.0679194)",31.1200185,-6.0679194
524,"El Gharb-Chrarda Bni Hssen, Morocco",MAR,Morocco,El Gharb-Chrarda Bni Hssen,Arab States,0.084,"(34.302131, -6.302078)",34.302131,-6.302078
525,"Chaouia Ourdigha, Morocco",MAR,Morocco,Chaouia Ourdigha,Arab States,0.066,"(33.0473251, -7.265285799999999)",33.0473251,-7.2652858
526,"Marrakech-Tensift-El Haouz, Morocco",MAR,Morocco,Marrakech-Tensift-El Haouz,Arab States,0.131,"(31.5628076, -7.959286299999999)",31.5628076,-7.9592863
527,"Rðgion Oriental, Morocco",MAR,Morocco,Rðgion Oriental,Arab States,0.049,"(1000.0, 1000.0)",,
528,"Grand Casablanca, Morocco",MAR,Morocco,Grand Casablanca,Arab States,0.003,"(33.52059330000001, -7.5680595)",33.5205933,-7.5680595
529,"Rabat-Salð-Zemmour-Zair, Morocco",MAR,Morocco,Rabat-Salð-Zemmour-Zair,Arab States,0.016,"(33.8175173, -6.2375947)",33.8175173,-6.2375947
530,"Doukkala-Abda, Morocco",MAR,Morocco,Doukkala-Abda,Arab States,0.06,"(32.5997754, -8.6600586)",32.5997754,-8.6600586
531,"Tadla-Azilal, Morocco",MAR,Morocco,Tadla-Azilal,Arab States,0.07,"(32.004262, -6.5783387)",32.004262,-6.5783387
532,"Meknes-Tafilalet, Morocco",MAR,Morocco,Meknes-Tafilalet,Arab States,0.037,"(31.9051275, -4.7277528)",31.9051275,-4.7277528
533,"Fes-Boulemane, Morocco",MAR,Morocco,Fes-Boulemane,Arab States,0.042,"(-4.2633597, 15.2428853)",-4.2633597,15.2428853
534,"Taza-Al Hoceima-Taounate, Morocco",MAR,Morocco,Taza-Al Hoceima-Taounate,Arab States,0.123,"(34.2581709, -4.2333355)",34.2581709,-4.2333355
535,"Tanger-Tetouan, Morocco",MAR,Morocco,Tanger-Tetouan,Arab States,0.083,"(35.2629558, -5.5617279)",35.2629558,-5.5617279
536,,MDA,"Moldova, Republic of",,Europe and Central Asia,,"(1000.0, 1000.0)",,
537,"Analamanga, Madagascar",MDG,Madagascar,Analamanga,Sub-Saharan Africa,0.178,"(30.8753556, 31.03351)",30.8753556,31.03351
538,"Vakinankaratra, Madagascar",MDG,Madagascar,Vakinankaratra,Sub-Saharan Africa,0.357,"(-19.7184663, 46.670534)",-19.7184663,46.670534
539,"Itasy, Madagascar",MDG,Madagascar,Itasy,Sub-Saharan Africa,0.397,"(-18.9006786, 46.9805103)",-18.9006786,46.9805103
540,"Bongolava, Madagascar",MDG,Madagascar,Bongolava,Sub-Saharan Africa,0.319,"(-18.6336864, 46.0563212)",-18.6336864,46.0563212
541,"Haute Matsiatra, Madagascar",MDG,Madagascar,Haute Matsiatra,Sub-Saharan Africa,0.4,"(-21.3390868, 46.516262)",-21.3390868,46.516262
542,"Anamoroni'i Mania, Madagascar",MDG,Madagascar,Anamoroni'i Mania,Sub-Saharan Africa,0.409,"(1000.0, 1000.0)",,
543,"Vatovavy Fitovinany, Madagascar",MDG,Madagascar,Vatovavy Fitovinany,Sub-Saharan Africa,0.514,"(-21.3205653, 47.92182039999999)",-21.3205653,47.9218204
