,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
82872,C546867,85194L,HANGING SPRING FLOWER EGG LARGE,-12,2011-03-17 15:48,0.85,18218.0,United Kingdom
82873,C546868,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,2011-03-17 15:49,8.5,15671.0,United Kingdom
82881,C546870,M,Manual,-2,2011-03-17 16:07,2.5,14462.0,United Kingdom
82976,C546879,M,Manual,-96,2011-03-17 17:14,0.91,16422.0,United Kingdom
82977,C546880,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-17 17:16,12.75,13093.0,United Kingdom
82978,C546881,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-3,2011-03-17 17:17,5.95,15159.0,United Kingdom
83016,C546885,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,2011-03-17 18:11,8.5,15671.0,United Kingdom
83017,C546886,21843,RED RETROSPOT CAKE STAND,-1,2011-03-17 18:13,10.95,12520.0,Germany
83018,C546886,22423,REGENCY CAKESTAND 3 TIER,-2,2011-03-17 18:13,12.75,12520.0,Germany
83019,C546886,84461,12 PINK HEN+CHICKS IN BASKET,-6,2011-03-17 18:13,2.55,12520.0,Germany
83020,C546887,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,2011-03-17 18:14,2.1,14329.0,United Kingdom
83021,C546887,21389,IVORY HANGING DECORATION  BIRD,-1,2011-03-17 18:14,0.85,14329.0,United Kingdom
83022,C546887,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-1,2011-03-17 18:14,0.85,14329.0,United Kingdom
83023,C546887,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-1,2011-03-17 18:14,2.95,14329.0,United Kingdom
83024,C546889,22258,FELT FARM ANIMAL RABBIT,-6,2011-03-17 18:16,1.25,13971.0,United Kingdom
83025,C546889,72140E,BEST DAD CANDLE LETTERS,-1,2011-03-17 18:16,0.85,13971.0,United Kingdom
83026,C546889,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-1,2011-03-17 18:16,3.95,13971.0,United Kingdom
83048,C546893,22502,PICNIC BASKET WICKER SMALL,-1,2011-03-17 18:20,4.95,14156.0,EIRE
83049,C546894,22461,SAVOY ART DECO CLOCK,-1,2011-03-17 18:21,12.75,14334.0,United Kingdom
83050,C546895,22777,GLASS CLOCHE LARGE,-1,2011-03-17 18:22,8.5,15358.0,United Kingdom
83051,C546897,21937,STRAWBERRY   PICNIC BAG,-2,2011-03-17 18:25,2.95,18183.0,United Kingdom
83052,C546897,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-03-17 18:25,4.95,18183.0,United Kingdom
83079,C546901,22232,JIGSAW TOADSTOOLS 3 PIECE,-8,2011-03-17 18:29,1.65,14112.0,United Kingdom
83080,C546901,21844,RED RETROSPOT MUG,-1,2011-03-17 18:29,2.95,14112.0,United Kingdom
83081,C546901,21535,RED RETROSPOT SMALL MILK JUG,-3,2011-03-17 18:29,2.55,14112.0,United Kingdom
83082,C546901,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,2011-03-17 18:29,9.95,14112.0,United Kingdom
83083,C546901,22776,SWEETHEART CAKESTAND 3 TIER,-1,2011-03-17 18:29,9.95,14112.0,United Kingdom
83084,C546901,22741,FUNKY DIVA PEN,-2,2011-03-17 18:29,0.85,14112.0,United Kingdom
83085,C546901,22501,PICNIC BASKET WICKER LARGE,-2,2011-03-17 18:29,9.95,14112.0,United Kingdom
83087,C546903,20886,BOX OF 9 PEBBLE CANDLES,-6,2011-03-17 18:31,1.95,16217.0,United Kingdom
83088,C546903,21906,PHARMACIE FIRST AID TIN,-2,2011-03-17 18:31,6.75,16217.0,United Kingdom
83089,C546903,22212,FOUR HOOK  WHITE LOVEBIRDS,-6,2011-03-17 18:31,2.1,16217.0,United Kingdom
83090,C546904,22822,CREAM WALL PLANTER HEART SHAPED,-1,2011-03-17 18:33,5.95,16150.0,United Kingdom
83091,C546904,22784,LANTERN CREAM GAZEBO ,-1,2011-03-17 18:33,4.95,16150.0,United Kingdom
83092,C546904,22766,PHOTO FRAME CORNICE,-4,2011-03-17 18:33,2.95,16150.0,United Kingdom
83093,C546904,20723,STRAWBERRY CHARLOTTE BAG,-1,2011-03-17 18:33,0.85,16150.0,United Kingdom
83094,C546905,M,Manual,-48,2011-03-17 18:42,0.45,15061.0,United Kingdom
83095,C546906,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2011-03-17 18:44,6.75,17675.0,United Kingdom
83096,C546907,M,Manual,-25,2011-03-17 18:46,0.67,16422.0,United Kingdom
83480,C546930,22268,EASTER DECORATION SITTING BUNNY,-1,2011-03-18 10:37,0.85,14701.0,United Kingdom
83481,C546930,22781,GUMBALL MAGAZINE RACK,-1,2011-03-18 10:37,7.65,14701.0,United Kingdom
83482,C546930,84575A,PINK DOG CANNISTER,-1,2011-03-18 10:37,5.95,14701.0,United Kingdom
83483,C546930,22766,PHOTO FRAME CORNICE,-1,2011-03-18 10:37,2.95,14701.0,United Kingdom
83484,C546930,85131A,BEADED PEARL HEART WHITE ON STICK,-1,2011-03-18 10:37,1.25,14701.0,United Kingdom
83485,C546930,21743,STAR PORTABLE TABLE LIGHT ,-4,2011-03-18 10:37,2.95,14701.0,United Kingdom
83486,C546931,22301,COFFEE MUG CAT + BIRD DESIGN,-2,2011-03-18 10:40,2.1,12989.0,United Kingdom
83487,C546932,90201B,BLACK ENAMEL FLOWER RING,-1,2011-03-18 11:01,2.95,16297.0,United Kingdom
83652,C546978,21190,PINK HEARTS PAPER GARLAND,-50,2011-03-18 12:15,1.45,17857.0,United Kingdom
84096,C546997,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-6,2011-03-18 13:32,0.55,12748.0,United Kingdom
84097,C546997,84879,ASSORTED COLOUR BIRD ORNAMENT,-5,2011-03-18 13:32,1.69,12748.0,United Kingdom
84098,C546997,23230,WRAP ALPHABET DESIGN,-25,2011-03-18 13:32,0.42,12748.0,United Kingdom
84099,C546997,22992,REVOLVER WOODEN RULER ,-6,2011-03-18 13:32,1.95,12748.0,United Kingdom
84100,C546997,22991,GIRAFFE WOODEN RULER,-6,2011-03-18 13:32,1.95,12748.0,United Kingdom
84101,C546997,22948,METAL DECORATION NAUGHTY CHILDREN ,-6,2011-03-18 13:32,0.85,12748.0,United Kingdom
84102,C546997,22945,CHRISTMAS METAL TAGS ASSORTED ,-6,2011-03-18 13:32,0.85,12748.0,United Kingdom
84103,C546997,22924,FRIDGE MAGNETS LA VIE EN ROSE,-6,2011-03-18 13:32,0.85,12748.0,United Kingdom
84104,C546997,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-6,2011-03-18 13:32,0.85,12748.0,United Kingdom
84105,C546997,22922,FRIDGE MAGNETS US DINER ASSORTED,-6,2011-03-18 13:32,0.85,12748.0,United Kingdom
84106,C546997,22915,ASSORTED BOTTLE TOP  MAGNETS ,-6,2011-03-18 13:32,0.42,12748.0,United Kingdom
84107,C546997,22711,WRAP CIRCUS PARADE,-25,2011-03-18 13:32,0.42,12748.0,United Kingdom
84108,C546997,22710,WRAP I LOVE LONDON ,-25,2011-03-18 13:32,0.42,12748.0,United Kingdom
84109,C546997,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,-6,2011-03-18 13:32,1.25,12748.0,United Kingdom
84110,C546997,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,-6,2011-03-18 13:32,1.25,12748.0,United Kingdom
84111,C546997,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-6,2011-03-18 13:32,1.25,12748.0,United Kingdom
84112,C546997,22398,MAGNETS PACK OF 4 SWALLOWS,-6,2011-03-18 13:32,1.25,12748.0,United Kingdom
84113,C546997,22396,MAGNETS PACK OF 4 RETRO PHOTO,-6,2011-03-18 13:32,1.25,12748.0,United Kingdom
84114,C546997,22052,VINTAGE CARAVAN GIFT WRAP,-25,2011-03-18 13:32,0.42,12748.0,United Kingdom
84115,C546997,22045,SPACEBOY GIFT WRAP,-25,2011-03-18 13:32,0.42,12748.0,United Kingdom
84116,C546997,21224,SET/4 SKULL BADGES,-6,2011-03-18 13:32,1.25,12748.0,United Kingdom
84117,C546997,21135,VICTORIAN  METAL POSTCARD SPRING,-4,2011-03-18 13:32,1.69,12748.0,United Kingdom
84322,C547024,22962,JAM JAR WITH PINK LID,-2,2011-03-18 16:36,0.85,15065.0,United Kingdom
84323,C547024,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-03-18 16:36,9.95,15065.0,United Kingdom
84399,C547031,22423,REGENCY CAKESTAND 3 TIER,-8,2011-03-20 10:17,10.95,15465.0,United Kingdom
84465,C547043,22752,SET 7 BABUSHKA NESTING BOXES,-1,2011-03-20 11:19,8.5,16156.0,United Kingdom
84466,C547043,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-03-20 11:19,4.95,16156.0,United Kingdom
84467,C547043,22467,GUMBALL COAT RACK,-1,2011-03-20 11:19,2.55,16156.0,United Kingdom
84596,C547054,M,Manual,-1,2011-03-20 12:11,6.95,16444.0,United Kingdom
84597,C547054,35400,WOODEN BOX ADVENT CALENDAR ,-1,2011-03-20 12:11,8.95,16444.0,United Kingdom
85821,C547104,85194L,HANGING SPRING FLOWER EGG LARGE,-8,2011-03-21 11:02,0.85,16817.0,United Kingdom
85971,C547168,84750A,PINK SMALL GLASS CAKE STAND,-24,2011-03-21 12:10,1.95,13593.0,United Kingdom
85979,C547187,22993,SET OF 4 PANTRY JELLY MOULDS,-2,2011-03-21 12:20,1.25,12779.0,Poland
85980,C547187,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2011-03-21 12:20,2.95,12779.0,Poland
85981,C547187,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-6,2011-03-21 12:20,1.49,12779.0,Poland
85988,C547193,22428,ENAMEL FIRE BUCKET CREAM,-1,2011-03-21 12:38,6.95,17811.0,United Kingdom
86072,C547198,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-21 12:50,12.75,14606.0,United Kingdom
86073,C547198,22227,HANGING HEART MIRROR DECORATION ,-1,2011-03-21 12:50,0.65,14606.0,United Kingdom
86074,C547198,21447,12 IVORY ROSE PEG PLACE SETTINGS,-1,2011-03-21 12:50,1.25,14606.0,United Kingdom
86227,C547208,84978,HANGING HEART JAR T-LIGHT HOLDER,-5,2011-03-21 14:39,1.06,15189.0,United Kingdom
86228,C547208,22423,REGENCY CAKESTAND 3 TIER,-10,2011-03-21 14:39,10.95,15189.0,United Kingdom
86429,C547228,21417,COCKLE SHELL DISH,-1,2011-03-21 15:48,2.1,16626.0,United Kingdom
86430,C547229,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,2011-03-21 15:49,3.75,17213.0,United Kingdom
86431,C547229,22467,GUMBALL COAT RACK,-1,2011-03-21 15:49,2.55,17213.0,United Kingdom
86432,C547230,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,2011-03-21 16:06,2.95,18189.0,United Kingdom
86433,C547231,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-1,2011-03-21 16:07,2.95,15291.0,United Kingdom
86434,C547232,22424,ENAMEL BREAD BIN CREAM,-1,2011-03-21 16:15,12.75,12994.0,United Kingdom
86435,C547232,85178,VICTORIAN SEWING KIT,-1,2011-03-21 16:15,1.25,12994.0,United Kingdom
86436,C547232,85053,FRENCH ENAMEL CANDLEHOLDER,-1,2011-03-21 16:15,2.1,12994.0,United Kingdom
86437,C547232,22429,ENAMEL MEASURING JUG CREAM,-1,2011-03-21 16:15,4.25,12994.0,United Kingdom
86438,C547232,22427,ENAMEL FLOWER JUG CREAM,-1,2011-03-21 16:15,5.95,12994.0,United Kingdom
86439,C547232,22425,ENAMEL COLANDER CREAM,-2,2011-03-21 16:15,4.95,12994.0,United Kingdom
86448,C547234,21537,RED RETROSPOT PUDDING BOWL,-1,2011-03-21 16:21,4.25,12428.0,Finland
86449,C547234,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2011-03-21 16:21,7.95,12428.0,Finland
86450,C547235,82486,WOOD S/3 CABINET ANT WHITE FINISH,-2,2011-03-21 16:25,8.95,15291.0,United Kingdom
86451,C547236,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2011-03-21 16:27,9.95,14180.0,United Kingdom
86452,C547237,21833,CAMOUFLAGE LED TORCH,-24,2011-03-21 16:29,1.69,16080.0,United Kingdom
86495,C547241,85194L,HANGING SPRING FLOWER EGG LARGE,-8,2011-03-21 16:34,0.85,16817.0,United Kingdom
86735,C547309,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-12,2011-03-22 11:17,3.75,17416.0,United Kingdom
86792,C547342,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2011-03-22 11:54,7.9,15044.0,United Kingdom
86793,C547342,22423,REGENCY CAKESTAND 3 TIER,-2,2011-03-22 11:54,12.75,15044.0,United Kingdom
87254,C547368,21931,JUMBO STORAGE BAG SUKI,-1,2011-03-22 13:13,1.95,16809.0,United Kingdom
87438,C547376,21535,RED RETROSPOT SMALL MILK JUG,-1,2011-03-22 14:40,2.55,14227.0,United Kingdom
87718,C547388,84050,PINK HEART SHAPE EGG FRYING PAN,-12,2011-03-22 16:07,1.65,12352.0,Norway
87719,C547388,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-12,2011-03-22 16:07,1.49,12352.0,Norway
87720,C547388,22784,LANTERN CREAM GAZEBO ,-3,2011-03-22 16:07,4.95,12352.0,Norway
87721,C547388,22701,PINK DOG BOWL,-6,2011-03-22 16:07,2.95,12352.0,Norway
87722,C547388,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-12,2011-03-22 16:07,1.45,12352.0,Norway
87723,C547388,22413,METAL SIGN TAKE IT OR LEAVE IT ,-6,2011-03-22 16:07,2.95,12352.0,Norway
87724,C547388,21914,BLUE HARMONICA IN BOX ,-12,2011-03-22 16:07,1.25,12352.0,Norway
87813,C547408,22627,MINT KITCHEN SCALES,-1,2011-03-23 8:55,8.5,15658.0,United Kingdom
87814,C547408,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-23 8:55,12.75,15658.0,United Kingdom
87815,C547409,23176,ABC TREASURE BOOK BOX ,-8,2011-03-23 8:59,2.25,13092.0,United Kingdom
87816,C547410,21937,STRAWBERRY   PICNIC BAG,-1,2011-03-23 9:02,2.95,18183.0,United Kingdom
88215,C547495,22384,LUNCH BAG PINK POLKADOT,-2,2011-03-23 12:11,1.65,15021.0,United Kingdom
88406,C547502,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2011-03-23 12:42,0.65,14513.0,United Kingdom
88407,C547502,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-03-23 12:42,3.25,14513.0,United Kingdom
88408,C547502,22837,HOT WATER BOTTLE BABUSHKA ,-1,2011-03-23 12:42,4.65,14513.0,United Kingdom
88409,C547502,22189,CREAM HEART CARD HOLDER,-1,2011-03-23 12:42,3.95,14513.0,United Kingdom
88410,C547502,22175,PINK OWL SOFT TOY,-1,2011-03-23 12:42,2.95,14513.0,United Kingdom
88411,C547502,22077,6 RIBBONS RUSTIC CHARM,-1,2011-03-23 12:42,1.65,14513.0,United Kingdom
89050,C547574,22841,ROUND CAKE TIN VINTAGE GREEN,-2,2011-03-24 10:13,7.95,14223.0,United Kingdom
89127,C547581,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,2011-03-24 10:58,1.95,12474.0,Germany
89128,C547581,22554,PLASTERS IN TIN WOODLAND ANIMALS,-1,2011-03-24 10:58,1.65,12474.0,Germany
89129,C547581,21561,DINOSAUR LUNCH BOX WITH CUTLERY,-1,2011-03-24 10:58,2.55,12474.0,Germany
89130,C547581,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2011-03-24 10:58,12.75,12474.0,Germany
89131,C547582,23194,GYMKHANA TREASURE BOOK BOX,-3,2011-03-24 11:06,2.25,12474.0,Germany
89132,C547582,23177,TREASURE ISLAND BOOK BOX,-2,2011-03-24 11:06,2.25,12474.0,Germany
89145,C547594,22978,PANTRY ROLLING PIN,-4,2011-03-24 11:19,3.75,12693.0,Germany
89730,C547661,22356,CHARLOTTE BAG PINK POLKADOT,-2,2011-03-24 13:09,0.85,13736.0,United Kingdom
89731,C547661,21874,GIN AND TONIC MUG,-1,2011-03-24 13:09,1.25,13736.0,United Kingdom
89732,C547661,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,2011-03-24 13:09,4.95,13736.0,United Kingdom
90076,C547675,22263,FELT EGG COSY LADYBIRD ,-49,2011-03-24 14:07,0.66,17754.0,United Kingdom
90077,C547676,22423,REGENCY CAKESTAND 3 TIER,-2,2011-03-24 14:15,10.95,15189.0,United Kingdom
90369,C547710,21626,VINTAGE UNION JACK PENNANT,-2,2011-03-24 19:27,1.95,14875.0,United Kingdom
90405,C547711,22692,DOORMAT WELCOME TO OUR HOME,-1,2011-03-24 19:31,7.95,13534.0,United Kingdom
90663,C547763,22963,JAM JAR WITH GREEN LID,-12,2011-03-25 11:31,0.85,14194.0,United Kingdom
90664,C547763,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,2011-03-25 11:31,2.95,14194.0,United Kingdom
90665,C547763,85150,LADIES & GENTLEMEN METAL SIGN,-1,2011-03-25 11:31,2.55,14194.0,United Kingdom
90666,C547763,23182,TOILET SIGN OCCUPIED OR VACANT,-1,2011-03-25 11:31,0.83,14194.0,United Kingdom
90667,C547763,21259,VICTORIAN SEWING BOX SMALL ,-1,2011-03-25 11:31,5.95,14194.0,United Kingdom
90933,C547791,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,2011-03-25 12:07,9.95,17979.0,United Kingdom
91021,C547797,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2011-03-25 12:34,9.95,17460.0,United Kingdom
91022,C547798,22333,RETROSPOT PARTY BAG + STICKER SET,-2,2011-03-25 12:43,1.65,17204.0,United Kingdom
91023,C547798,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,-12,2011-03-25 12:43,2.95,17204.0,United Kingdom
91024,C547798,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-12,2011-03-25 12:43,2.95,17204.0,United Kingdom
91096,C547802,71459,HANGING JAM JAR T-LIGHT HOLDER,-5,2011-03-25 13:12,0.72,12921.0,United Kingdom
91136,C547806,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-03-25 13:37,4.95,12528.0,Germany
91137,C547806,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-03-25 13:37,1.25,12528.0,Germany
91138,C547807,22962,JAM JAR WITH PINK LID,-2,2011-03-25 13:41,0.85,14194.0,United Kingdom
91139,C547807,85194S,HANGING SPRING FLOWER EGG SMALL,-4,2011-03-25 13:41,0.65,14194.0,United Kingdom
91140,C547808,37450,CERAMIC CAKE BOWL + HANGING CAKES,-4,2011-03-25 13:42,2.95,13014.0,United Kingdom
91141,C547808,21257,VICTORIAN SEWING BOX MEDIUM,-1,2011-03-25 13:42,7.95,13014.0,United Kingdom
91420,C547836,22423,REGENCY CAKESTAND 3 TIER,-9,2011-03-27 10:19,10.95,15465.0,United Kingdom
91435,C547838,84949,SILVER HANGING T-LIGHT HOLDER,-6,2011-03-27 10:47,1.65,12916.0,United Kingdom
91436,C547838,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,2011-03-27 10:47,6.95,12916.0,United Kingdom
91535,C547847,20726,LUNCH BAG WOODLAND,-1,2011-03-27 12:04,1.65,14232.0,United Kingdom
91536,C547848,85099B,JUMBO BAG RED RETROSPOT,-1,2011-03-27 12:05,1.95,12921.0,United Kingdom
91599,C547849,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,2011-03-27 12:06,1.25,12471.0,Germany
91600,C547851,21558,SKULL LUNCH BOX WITH CUTLERY ,-1,2011-03-27 12:08,2.55,16782.0,United Kingdom
91601,C547851,20727,LUNCH BAG  BLACK SKULL.,-1,2011-03-27 12:08,1.65,16782.0,United Kingdom
91602,C547852,22045,SPACEBOY GIFT WRAP,-25,2011-03-27 12:11,0.42,15065.0,United Kingdom
91603,C547853,21041,RED RETROSPOT OVEN GLOVE DOUBLE,-1,2011-03-27 12:11,2.95,15615.0,United Kingdom
91604,C547853,21929,JUMBO BAG PINK VINTAGE PAISLEY,-3,2011-03-27 12:11,1.95,15615.0,United Kingdom
91605,C547853,20727,LUNCH BAG  BLACK SKULL.,-3,2011-03-27 12:11,1.65,15615.0,United Kingdom
91606,C547854,22951,60 CAKE CASES DOLLY GIRL DESIGN,-24,2011-03-27 12:12,0.55,14586.0,United Kingdom
91607,C547854,22530,MAGIC DRAWING SLATE DOLLY GIRL ,-24,2011-03-27 12:12,0.42,14586.0,United Kingdom
91608,C547855,22843,BISCUIT TIN VINTAGE GREEN,-1,2011-03-27 12:13,6.75,14194.0,United Kingdom
91609,C547856,47566,PARTY BUNTING,-4,2011-03-27 12:14,4.95,16256.0,United Kingdom
91610,C547857,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,-3,2011-03-27 12:14,1.65,13050.0,United Kingdom
91611,C547857,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,2011-03-27 12:14,6.95,13050.0,United Kingdom
91612,C547858,22797,CHEST OF DRAWERS GINGHAM HEART ,-1,2011-03-27 12:16,16.95,14911.0,EIRE
91613,C547858,23178,JAM CLOCK MAGNET,-1,2011-03-27 12:16,2.89,14911.0,EIRE
91614,C547858,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-03-27 12:16,4.95,14911.0,EIRE
91615,C547859,85027L,FRENCH CHATEAU LARGE PLATTER ,-5,2011-03-27 12:16,1.95,13725.0,United Kingdom
92328,C547889,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,-1,2011-03-28 10:02,1.65,14410.0,United Kingdom
92329,C547889,22834,HAND WARMER BABUSHKA DESIGN,-1,2011-03-28 10:02,2.1,14410.0,United Kingdom
92330,C547889,22866,HAND WARMER SCOTTY DOG DESIGN,-1,2011-03-28 10:02,2.1,14410.0,United Kingdom
92331,C547889,20934,SET/3 POT PLANT CANDLES,-1,2011-03-28 10:02,5.45,14410.0,United Kingdom
92332,C547889,22442,GROW YOUR OWN FLOWERS SET OF 3,-1,2011-03-28 10:02,7.95,14410.0,United Kingdom
92333,C547889,21124,SET/10 BLUE POLKADOT PARTY CANDLES,-1,2011-03-28 10:02,1.25,14410.0,United Kingdom
92334,C547889,21122,SET/10 PINK POLKADOT PARTY CANDLES,-1,2011-03-28 10:02,1.25,14410.0,United Kingdom
92335,C547889,22072,RED RETROSPOT TEA CUP AND SAUCER ,-2,2011-03-28 10:02,3.75,14410.0,United Kingdom
92336,C547889,21539,RED RETROSPOT BUTTER DISH,-2,2011-03-28 10:02,4.95,14410.0,United Kingdom
93119,C547930,POST,POSTAGE,-1,2011-03-28 14:00,18.0,12594.0,Italy
93294,C547958,20713,JUMBO BAG OWLS,-100,2011-03-28 15:18,1.65,15032.0,United Kingdom
93340,C547961,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-100,2011-03-28 15:30,1.65,15032.0,United Kingdom
93341,C547961,21929,JUMBO BAG PINK VINTAGE PAISLEY,-100,2011-03-28 15:30,1.65,15032.0,United Kingdom
93385,C547968,22859,EASTER TIN BUNNY BOUQUET,-1,2011-03-28 16:02,1.65,12471.0,Germany
93386,C547968,84228,HEN HOUSE W CHICK STANDING,-1,2011-03-28 16:02,0.42,12471.0,Germany
93526,C547988,22467,GUMBALL COAT RACK,-2,2011-03-29 9:19,2.55,13477.0,United Kingdom
93544,C547992,22180,RETROSPOT LAMP,-1,2011-03-29 9:58,9.95,18225.0,United Kingdom
93545,C547992,22891,TEA FOR ONE POLKADOT,-3,2011-03-29 9:58,4.25,18225.0,United Kingdom
93625,C548009,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-03-29 10:55,4.95,14245.0,United Kingdom
93786,C548015,82583,HOT BATHS METAL SIGN,-30,2011-03-29 11:30,1.69,13802.0,United Kingdom
93982,C548155,22781,GUMBALL MAGAZINE RACK,-6,2011-03-29 13:18,7.65,15906.0,United Kingdom
94167,C548174,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2011-03-29 14:17,3.75,13662.0,United Kingdom
94283,C548187,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-29 15:06,12.75,17511.0,United Kingdom
94284,C548187,47590B,PINK HAPPY BIRTHDAY BUNTING,-1,2011-03-29 15:06,5.45,17511.0,United Kingdom
94285,C548187,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-03-29 15:06,1.25,17511.0,United Kingdom
94375,C548193,22383,LUNCH BAG SUKI DESIGN ,-1,2011-03-29 15:27,1.65,14680.0,United Kingdom
94376,C548193,20728,LUNCH BAG CARS BLUE,-1,2011-03-29 15:27,1.65,14680.0,United Kingdom
94377,C548193,20726,LUNCH BAG WOODLAND,-2,2011-03-29 15:27,1.65,14680.0,United Kingdom
94378,C548193,20725,LUNCH BAG RED RETROSPOT,-3,2011-03-29 15:27,1.45,14680.0,United Kingdom
94379,C548193,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-1,2011-03-29 15:27,3.75,14680.0,United Kingdom
94380,C548193,21731,RED TOADSTOOL LED NIGHT LIGHT,-2,2011-03-29 15:27,1.65,14680.0,United Kingdom
94381,C548193,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-1,2011-03-29 15:27,4.95,14680.0,United Kingdom
94909,C548307,21714,CITRONELLA CANDLE GARDEN POT,-6,2011-03-30 11:59,1.25,17314.0,United Kingdom
95478,C548341,21621,VINTAGE UNION JACK BUNTING,-4,2011-03-30 14:30,8.5,13089.0,United Kingdom
95482,C548350,POST,POSTAGE,-1,2011-03-30 14:49,2.7,15648.0,United Kingdom
95483,C548350,21621,VINTAGE UNION JACK BUNTING,-6,2011-03-30 14:49,8.5,15648.0,United Kingdom
95508,C548352,22179,SET 10 LIGHTS NIGHT OWL,-1,2011-03-30 14:57,6.75,12921.0,United Kingdom
95542,C548355,22748,POPPY'S PLAYHOUSE KITCHEN,-6,2011-03-30 15:06,2.1,12921.0,United Kingdom
95543,C548355,22698,PINK REGENCY TEACUP AND SAUCER,-6,2011-03-30 15:06,2.95,12921.0,United Kingdom
95544,C548355,22697,GREEN REGENCY TEACUP AND SAUCER,-6,2011-03-30 15:06,2.95,12921.0,United Kingdom
95545,C548355,22561,WOODEN SCHOOL COLOURING SET,-12,2011-03-30 15:06,1.65,12921.0,United Kingdom
95546,C548355,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-30 15:06,12.75,12921.0,United Kingdom
95547,C548356,22467,GUMBALL COAT RACK,-9,2011-03-30 15:12,2.55,12472.0,Germany
95548,C548356,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-30 15:12,12.75,12472.0,Germany
95549,C548356,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-03-30 15:12,2.95,12472.0,Germany
95550,C548356,22444,GROW YOUR OWN PLANT IN A CAN ,-3,2011-03-30 15:12,1.25,12472.0,Germany
95551,C548356,21731,RED TOADSTOOL LED NIGHT LIGHT,-2,2011-03-30 15:12,1.65,12472.0,Germany
95552,C548356,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-3,2011-03-30 15:12,2.55,12472.0,Germany
95553,C548356,21383,PACK OF 12 STICKY BUNNIES,-2,2011-03-30 15:12,0.65,12472.0,Germany
95554,C548357,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-30 15:14,10.95,15785.0,United Kingdom
95612,C548360,22356,CHARLOTTE BAG PINK POLKADOT,-1,2011-03-30 15:35,0.85,13534.0,United Kingdom
